Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
2762,988,2023-04-26 01:00:00,1894.0,Investment,1.0,Unsatisfactory,8
2763,198,2023-04-26 02:00:00,3215.0,Loan Payment,10.0,Needs Improvement,7
2764,47,2023-04-26 03:00:00,2171.0,Purchase,7.0,Unsatisfactory,6
2765,740,2023-04-26 04:00:00,1474.0,Purchase,9.0,Good Service,6
2766,757,2023-04-26 05:00:00,653.0,Investment,6.0,Unsatisfactory,6
2767,203,2023-04-26 06:00:00,3446.0,Bill Payment,4.0,Very Satisfied,8
2768,261,2023-04-26 07:00:00,4563.0,Investment,5.0,Good Service,9
2769,690,2023-04-26 08:00:00,620.0,Loan Payment,10.0,Very Satisfied,7
2770,24,2023-04-26 09:00:00,4312.0,Bill Payment,2.0,Good Service,7
2771,687,2023-04-26 10:00:00,1553.0,Investment,8.0,Excellent,2
2772,786,2023-04-26 11:00:00,3549.0,Investment,5.0,Good Service,10
2773,340,2023-04-26 12:00:00,1476.0,Bill Payment,5.0,Good Service,9
2774,412,2023-04-26 13:00:00,926.0,Bill Payment,4.0,Excellent,9
2775,973,2023-04-26 14:00:00,1191.0,Bill Payment,6.0,Very Satisfied,8
2776,261,2023-04-26 15:00:00,2156.0,Investment,5.0,Good Service,9
2777,286,2023-04-26 16:00:00,2282.0,Bill Payment,7.0,Excellent,4
2778,513,2023-04-26 17:00:00,861.0,Bill Payment,4.0,Good Service,9
2779,86,2023-04-26 18:00:00,4546.0,Bill Payment,2.0,Very Satisfied,8
2780,850,2023-04-26 19:00:00,729.0,Purchase,8.0,Excellent,9
2781,430,2023-04-26 20:00:00,4690.0,Loan Payment,7.0,Needs Improvement,6
2782,581,2023-04-26 21:00:00,2024.0,Bill Payment,8.0,Very Satisfied,2
2783,31,2023-04-26 22:00:00,3482.0,Loan Payment,4.0,Needs Improvement,8
2784,710,2023-04-26 23:00:00,3652.0,Bill Payment,10.0,Excellent,3
2785,603,2023-04-27 00:00:00,3880.0,Bill Payment,9.0,Very Satisfied,1
2786,440,2023-04-27 01:00:00,73.0,Purchase,7.0,Good Service,6
2787,985,2023-04-27 02:00:00,4873.0,Purchase,3.0,Very Satisfied,10
2788,349,2023-04-27 03:00:00,569.0,Bill Payment,3.0,Needs Improvement,10
2789,895,2023-04-27 04:00:00,1743.0,Bill Payment,10.0,Unsatisfactory,2
2790,412,2023-04-27 05:00:00,679.0,Bill Payment,4.0,Excellent,9
2791,528,2023-04-27 06:00:00,3904.0,Loan Payment,2.0,Excellent,2
2792,310,2023-04-27 07:00:00,1552.0,Bill Payment,2.0,Unsatisfactory,6
2793,949,2023-04-27 08:00:00,1281.0,Loan Payment,5.0,Needs Improvement,9
2794,396,2023-04-27 09:00:00,2425.0,Purchase,10.0,Needs Improvement,2
2795,788,2023-04-27 10:00:00,2801.0,Loan Payment,4.0,Unsatisfactory,7
2796,338,2023-04-27 11:00:00,4723.0,Bill Payment,6.0,Unsatisfactory,1
2797,674,2023-04-27 12:00:00,3064.0,Purchase,7.0,Unsatisfactory,1
2798,437,2023-04-27 13:00:00,2468.0,Investment,6.0,Very Satisfied,1
2799,704,2023-04-27 14:00:00,3075.0,Purchase,10.0,Excellent,1
2800,663,2023-04-27 15:00:00,1173.0,Investment,5.0,Unsatisfactory,8
2801,365,2023-04-27 16:00:00,4569.0,Loan Payment,1.0,Good Service,8
2802,923,2023-04-27 17:00:00,2759.0,Purchase,1.0,Very Satisfied,2
2803,113,2023-04-27 18:00:00,1958.0,Purchase,8.0,Good Service,8
2804,785,2023-04-27 19:00:00,69.0,Purchase,8.0,Needs Improvement,5
2805,176,2023-04-27 20:00:00,3112.0,Loan Payment,5.0,Good Service,3
2806,149,2023-04-27 21:00:00,342.0,Bill Payment,5.0,Good Service,5
2807,178,2023-04-27 22:00:00,4181.0,Loan Payment,6.0,Good Service,2
2808,936,2023-04-27 23:00:00,199.0,Purchase,6.0,Unsatisfactory,6
2809,382,2023-04-28 00:00:00,3570.0,Bill Payment,10.0,Unsatisfactory,4
2810,223,2023-04-28 01:00:00,305.0,Purchase,2.0,Very Satisfied,4
2811,259,2023-04-28 02:00:00,2558.0,Purchase,9.0,Good Service,1
2812,785,2023-04-28 03:00:00,186.0,Investment,8.0,Needs Improvement,5
2813,189,2023-04-28 04:00:00,809.0,Purchase,1.0,Very Satisfied,3
2814,306,2023-04-28 05:00:00,815.0,Loan Payment,7.0,Very Satisfied,7
2815,378,2023-04-28 06:00:00,1752.0,Loan Payment,5.0,Good Service,4
2816,602,2023-04-28 07:00:00,224.0,Loan Payment,3.0,Very Satisfied,8
2817,343,2023-04-28 08:00:00,1889.0,Bill Payment,7.0,Very Satisfied,1
2818,774,2023-04-28 09:00:00,2710.0,Investment,7.0,Good Service,10
2819,156,2023-04-28 10:00:00,606.0,Investment,4.0,Very Satisfied,8
2820,712,2023-04-28 11:00:00,1727.0,Purchase,2.0,Good Service,6
2821,55,2023-04-28 12:00:00,1365.0,Purchase,1.0,Needs Improvement,9
2822,766,2023-04-28 13:00:00,4233.0,Investment,3.0,Needs Improvement,6
2823,442,2023-04-28 14:00:00,1302.0,Bill Payment,7.0,Unsatisfactory,7
2824,685,2023-04-28 15:00:00,2608.0,Loan Payment,4.0,Good Service,7
2825,200,2023-04-28 16:00:00,3447.0,Purchase,4.0,Unsatisfactory,8
2826,403,2023-04-28 17:00:00,4724.0,Investment,4.0,Very Satisfied,6
2827,614,2023-04-28 18:00:00,151.0,Bill Payment,10.0,Very Satisfied,10
2828,797,2023-04-28 19:00:00,3226.0,Loan Payment,2.0,Very Satisfied,4
2829,663,2023-04-28 20:00:00,2849.0,Purchase,5.0,Unsatisfactory,8
2830,623,2023-04-28 21:00:00,4350.0,Loan Payment,8.0,Unsatisfactory,6
2831,928,2023-04-28 22:00:00,3523.0,Loan Payment,6.0,Needs Improvement,2
2832,778,2023-04-28 23:00:00,2760.0,Investment,3.0,Needs Improvement,6
2833,603,2023-04-29 00:00:00,1724.0,Investment,9.0,Very Satisfied,1
2834,177,2023-04-29 01:00:00,1145.0,Loan Payment,8.0,Needs Improvement,4
2835,449,2023-04-29 02:00:00,3731.0,Loan Payment,1.0,Very Satisfied,2
2836,743,2023-04-29 03:00:00,1919.0,Purchase,5.0,Unsatisfactory,8
2837,541,2023-04-29 04:00:00,2257.0,Bill Payment,2.0,Needs Improvement,8
2838,955,2023-04-29 05:00:00,4526.0,Bill Payment,4.0,Good Service,9
2839,301,2023-04-29 06:00:00,4112.0,Loan Payment,7.0,Needs Improvement,8
2840,707,2023-04-29 07:00:00,1558.0,Investment,2.0,Needs Improvement,2
2841,307,2023-04-29 08:00:00,2649.0,Bill Payment,10.0,Very Satisfied,1
2842,751,2023-04-29 09:00:00,4776.0,Loan Payment,10.0,Unsatisfactory,10
2843,869,2023-04-29 10:00:00,4521.0,Investment,2.0,Good Service,10
2844,991,2023-04-29 11:00:00,2841.0,Purchase,9.0,Needs Improvement,7
2845,896,2023-04-29 12:00:00,1016.0,Bill Payment,5.0,Needs Improvement,2
2846,267,2023-04-29 13:00:00,3231.0,Purchase,1.0,Good Service,4
2847,214,2023-04-29 14:00:00,3072.0,Investment,8.0,Needs Improvement,1
2848,594,2023-04-29 15:00:00,4533.0,Loan Payment,5.0,Needs Improvement,5
2849,640,2023-04-29 16:00:00,3062.0,Purchase,5.0,Unsatisfactory,9
2850,483,2023-04-29 17:00:00,4439.0,Loan Payment,10.0,Needs Improvement,5
2851,262,2023-04-29 18:00:00,2329.0,Bill Payment,10.0,Excellent,8
2852,67,2023-04-29 19:00:00,3549.0,Purchase,5.0,Very Satisfied,9
2853,574,2023-04-29 20:00:00,2376.0,Bill Payment,10.0,Good Service,9
2854,133,2023-04-29 21:00:00,536.0,Bill Payment,3.0,Excellent,1
2855,649,2023-04-29 22:00:00,2817.0,Bill Payment,10.0,Unsatisfactory,2
2856,540,2023-04-29 23:00:00,1205.0,Bill Payment,2.0,Good Service,8
2857,512,2023-04-30 00:00:00,1763.0,Bill Payment,5.0,Very Satisfied,2
2858,211,2023-04-30 01:00:00,1682.0,Investment,5.0,Very Satisfied,4
2859,988,2023-04-30 02:00:00,2038.0,Purchase,1.0,Unsatisfactory,8
2860,987,2023-04-30 03:00:00,1664.0,Loan Payment,7.0,Unsatisfactory,8
2861,717,2023-04-30 04:00:00,4559.0,Loan Payment,2.0,Very Satisfied,9
2862,253,2023-04-30 05:00:00,4851.0,Investment,8.0,Needs Improvement,3
2863,38,2023-04-30 06:00:00,4051.0,Loan Payment,6.0,Good Service,2
2864,43,2023-04-30 07:00:00,857.0,Loan Payment,4.0,Good Service,1
2865,629,2023-04-30 08:00:00,877.0,Loan Payment,7.0,Very Satisfied,8
2866,405,2023-04-30 09:00:00,783.0,Purchase,8.0,Needs Improvement,8
2867,987,2023-04-30 10:00:00,552.0,Loan Payment,7.0,Unsatisfactory,8
2868,702,2023-04-30 11:00:00,4427.0,Purchase,10.0,Very Satisfied,10
2869,46,2023-04-30 12:00:00,795.0,Loan Payment,6.0,Good Service,1
2870,454,2023-04-30 13:00:00,3315.0,Loan Payment,9.0,Unsatisfactory,2
2871,678,2023-04-30 14:00:00,4645.0,Purchase,3.0,Needs Improvement,9
2872,305,2023-04-30 15:00:00,2893.0,Investment,8.0,Excellent,3
2873,715,2023-04-30 16:00:00,458.0,Loan Payment,1.0,Needs Improvement,6
2874,233,2023-04-30 17:00:00,3320.0,Bill Payment,10.0,Unsatisfactory,6
2875,245,2023-04-30 18:00:00,4595.0,Bill Payment,5.0,Good Service,9
2876,721,2023-04-30 19:00:00,1915.0,Investment,4.0,Good Service,3
2877,760,2023-04-30 20:00:00,4569.0,Bill Payment,3.0,Unsatisfactory,5
2878,295,2023-04-30 21:00:00,4419.0,Purchase,1.0,Excellent,9
2879,839,2023-04-30 22:00:00,3261.0,Loan Payment,5.0,Very Satisfied,5
2880,383,2023-04-30 23:00:00,394.0,Loan Payment,7.0,Unsatisfactory,10
2881,158,2023-05-01 00:00:00,304.0,Loan Payment,5.0,Very Satisfied,4
2882,405,2023-05-01 01:00:00,2460.0,Loan Payment,8.0,Needs Improvement,8
2883,1,2023-05-01 02:00:00,4867.0,Bill Payment,10.0,Very Satisfied,9
2884,217,2023-05-01 03:00:00,2826.0,Bill Payment,2.0,Excellent,7
2885,928,2023-05-01 04:00:00,1108.0,Bill Payment,6.0,Needs Improvement,2
2886,507,2023-05-01 05:00:00,1747.0,Purchase,8.0,Needs Improvement,10
2887,761,2023-05-01 06:00:00,2199.0,Bill Payment,7.0,Good Service,7
2888,904,2023-05-01 07:00:00,2460.0,Bill Payment,2.0,Unsatisfactory,10
2889,581,2023-05-01 08:00:00,1232.0,Loan Payment,8.0,Very Satisfied,2
2890,30,2023-05-01 09:00:00,3252.0,Bill Payment,3.0,Unsatisfactory,7
2891,627,2023-05-01 10:00:00,3909.0,Investment,4.0,Very Satisfied,5
2892,520,2023-05-01 11:00:00,4333.0,Investment,5.0,Very Satisfied,2
2893,881,2023-05-01 12:00:00,420.0,Loan Payment,2.0,Very Satisfied,3
2894,275,2023-05-01 13:00:00,3009.0,Bill Payment,5.0,Unsatisfactory,8
2895,492,2023-05-01 14:00:00,2955.0,Investment,7.0,Needs Improvement,5
2896,827,2023-05-01 15:00:00,4796.0,Investment,4.0,Good Service,7
2897,951,2023-05-01 16:00:00,887.0,Purchase,2.0,Good Service,9
2898,926,2023-05-01 17:00:00,796.0,Loan Payment,6.0,Unsatisfactory,5
2899,847,2023-05-01 18:00:00,2119.0,Investment,1.0,Excellent,1
2900,36,2023-05-01 19:00:00,1996.0,Investment,9.0,Very Satisfied,8
2901,311,2023-05-01 20:00:00,888.0,Loan Payment,4.0,Needs Improvement,9
2902,44,2023-05-01 21:00:00,1617.0,Bill Payment,7.0,Excellent,9
2903,155,2023-05-01 22:00:00,2460.0,Loan Payment,3.0,Needs Improvement,1
2904,77,2023-05-01 23:00:00,80.0,Purchase,9.0,Good Service,5
2905,590,2023-05-02 00:00:00,2320.0,Purchase,6.0,Excellent,10
2906,613,2023-05-02 01:00:00,4411.0,Purchase,1.0,Needs Improvement,10
2907,438,2023-05-02 02:00:00,3305.0,Investment,9.0,Unsatisfactory,8
2908,432,2023-05-02 03:00:00,771.0,Bill Payment,8.0,Needs Improvement,3
2909,542,2023-05-02 04:00:00,2460.0,Purchase,9.0,Needs Improvement,2
2910,39,2023-05-02 05:00:00,2131.0,Loan Payment,1.0,Good Service,7
2911,239,2023-05-02 06:00:00,3592.0,Purchase,4.0,Good Service,4
2912,13,2023-05-02 07:00:00,4207.0,Investment,7.0,Very Satisfied,5
2913,122,2023-05-02 08:00:00,1639.0,Purchase,5.0,Good Service,5
2914,144,2023-05-02 09:00:00,4298.0,Bill Payment,7.0,Good Service,3
2915,684,2023-05-02 10:00:00,1095.0,Purchase,5.0,Very Satisfied,5
2916,455,2023-05-02 11:00:00,2467.0,Bill Payment,6.0,Very Satisfied,7
2917,368,2023-05-02 12:00:00,4405.0,Bill Payment,2.0,Good Service,2
2918,759,2023-05-02 13:00:00,3276.0,Loan Payment,10.0,Very Satisfied,9
2919,247,2023-05-02 14:00:00,463.0,Bill Payment,1.0,Very Satisfied,4
2920,923,2023-05-02 15:00:00,2631.0,Investment,1.0,Very Satisfied,2
2921,45,2023-05-02 16:00:00,628.0,Investment,4.0,Needs Improvement,3
2922,765,2023-05-02 17:00:00,646.0,Bill Payment,6.0,Excellent,4
2923,375,2023-05-02 18:00:00,2358.0,Bill Payment,7.0,Unsatisfactory,7
2924,291,2023-05-02 19:00:00,2460.0,Purchase,4.0,Good Service,9
2925,207,2023-05-02 20:00:00,3046.0,Purchase,1.0,Good Service,1
2926,924,2023-05-02 21:00:00,2259.0,Loan Payment,7.0,Very Satisfied,4
2927,995,2023-05-02 22:00:00,2731.0,Purchase,8.0,Good Service,5
2928,519,2023-05-02 23:00:00,2359.0,Investment,9.0,Needs Improvement,5
2929,958,2023-05-03 00:00:00,4442.0,Purchase,2.0,Very Satisfied,9
2930,242,2023-05-03 01:00:00,2004.0,Loan Payment,1.0,Needs Improvement,3
2931,622,2023-05-03 02:00:00,2830.0,Loan Payment,9.0,Very Satisfied,10
2932,114,2023-05-03 03:00:00,1081.0,Bill Payment,4.0,Needs Improvement,7
2933,819,2023-05-03 04:00:00,2041.0,Loan Payment,5.0,Unsatisfactory,8
2934,302,2023-05-03 05:00:00,1259.0,Bill Payment,6.0,Good Service,1
2935,276,2023-05-03 06:00:00,2460.0,Investment,10.0,Good Service,5
2936,96,2023-05-03 07:00:00,3566.0,Investment,2.0,Unsatisfactory,1
2937,294,2023-05-03 08:00:00,337.0,Purchase,9.0,Very Satisfied,2
2938,701,2023-05-03 09:00:00,806.0,Loan Payment,4.0,Excellent,8
2939,360,2023-05-03 10:00:00,2871.0,Investment,9.0,Needs Improvement,9
2940,288,2023-05-03 11:00:00,4770.0,Bill Payment,3.0,Unsatisfactory,4
2941,154,2023-05-03 12:00:00,2803.0,Loan Payment,3.0,Good Service,6
2942,570,2023-05-03 13:00:00,3104.0,Loan Payment,9.0,Good Service,3
2943,423,2023-05-03 14:00:00,2987.0,Bill Payment,6.0,Unsatisfactory,10
2944,916,2023-05-03 15:00:00,972.0,Loan Payment,6.0,Needs Improvement,3
2945,850,2023-05-03 16:00:00,1278.0,Loan Payment,8.0,Excellent,9
2946,50,2023-05-03 17:00:00,382.0,Investment,6.0,Unsatisfactory,4
2947,207,2023-05-03 18:00:00,4390.0,Bill Payment,1.0,Good Service,1
2948,564,2023-05-03 19:00:00,2578.0,Investment,9.0,Needs Improvement,2
2949,854,2023-05-03 20:00:00,4912.0,Bill Payment,5.0,Unsatisfactory,8
2950,883,2023-05-03 21:00:00,4752.0,Purchase,3.0,Very Satisfied,8
2951,662,2023-05-03 22:00:00,3703.0,Loan Payment,9.0,Good Service,7
2952,565,2023-05-03 23:00:00,1614.0,Loan Payment,7.0,Unsatisfactory,10
2953,213,2023-05-04 00:00:00,105.0,Investment,4.0,Very Satisfied,4
2954,66,2023-05-04 01:00:00,4379.0,Loan Payment,6.0,Good Service,5
2955,232,2023-05-04 02:00:00,3951.0,Loan Payment,2.0,Very Satisfied,6
2956,885,2023-05-04 03:00:00,1210.0,Investment,7.0,Needs Improvement,9
2957,811,2023-05-04 04:00:00,3954.0,Investment,6.0,Good Service,8
2958,850,2023-05-04 05:00:00,4889.0,Bill Payment,8.0,Excellent,9
2959,663,2023-05-04 06:00:00,141.0,Purchase,5.0,Unsatisfactory,8
2960,717,2023-05-04 07:00:00,3125.0,Investment,2.0,Very Satisfied,9
2961,320,2023-05-04 08:00:00,1400.0,Bill Payment,8.0,Excellent,9
2962,767,2023-05-04 09:00:00,1159.0,Investment,6.0,Needs Improvement,8
2963,137,2023-05-04 10:00:00,3520.0,Bill Payment,3.0,Good Service,8
2964,881,2023-05-04 11:00:00,3657.0,Purchase,2.0,Very Satisfied,3
2965,647,2023-05-04 12:00:00,817.0,Bill Payment,10.0,Very Satisfied,5
2966,937,2023-05-04 13:00:00,4849.0,Bill Payment,5.0,Needs Improvement,4
2967,566,2023-05-04 14:00:00,60.0,Loan Payment,10.0,Unsatisfactory,1
2968,65,2023-05-04 15:00:00,3218.0,Investment,8.0,Needs Improvement,5
2969,514,2023-05-04 16:00:00,65.0,Bill Payment,1.0,Very Satisfied,8
2970,132,2023-05-04 17:00:00,3674.0,Investment,10.0,Good Service,3
2971,334,2023-05-04 18:00:00,2460.0,Bill Payment,4.0,Very Satisfied,7
2972,32,2023-05-04 19:00:00,4548.0,Loan Payment,3.0,Needs Improvement,7
2973,868,2023-05-04 20:00:00,2886.0,Loan Payment,8.0,Good Service,8
2974,898,2023-05-04 21:00:00,89.0,Purchase,6.0,Very Satisfied,5
2975,872,2023-05-04 22:00:00,4482.0,Bill Payment,2.0,Excellent,8
2976,498,2023-05-04 23:00:00,3950.0,Loan Payment,8.0,Excellent,4
2977,243,2023-05-05 00:00:00,2976.0,Investment,2.0,Unsatisfactory,3
2978,192,2023-05-05 01:00:00,3738.0,Bill Payment,10.0,Unsatisfactory,9
2979,142,2023-05-05 02:00:00,4546.0,Bill Payment,6.0,Unsatisfactory,7
2980,660,2023-05-05 03:00:00,135.0,Purchase,6.0,Excellent,7
2981,601,2023-05-05 04:00:00,228.0,Investment,10.0,Very Satisfied,4
2982,561,2023-05-05 05:00:00,957.0,Purchase,7.0,Needs Improvement,7
2983,648,2023-05-05 06:00:00,4383.0,Bill Payment,8.0,Needs Improvement,5
2984,988,2023-05-05 07:00:00,604.0,Purchase,1.0,Unsatisfactory,8
2985,191,2023-05-05 08:00:00,150.0,Bill Payment,7.0,Good Service,7
2986,942,2023-05-05 09:00:00,2903.0,Bill Payment,2.0,Good Service,3
2987,149,2023-05-05 10:00:00,3065.0,Purchase,5.0,Good Service,5
2988,599,2023-05-05 11:00:00,1640.0,Purchase,5.0,Unsatisfactory,7
2989,416,2023-05-05 12:00:00,2460.0,Bill Payment,3.0,Good Service,5
2990,520,2023-05-05 13:00:00,4215.0,Purchase,5.0,Very Satisfied,2
2991,735,2023-05-05 14:00:00,2670.0,Purchase,5.0,Very Satisfied,9
2992,869,2023-05-05 15:00:00,3400.0,Bill Payment,2.0,Good Service,10
2993,16,2023-05-05 16:00:00,4901.0,Investment,7.0,Excellent,2
2994,808,2023-05-05 17:00:00,2039.0,Purchase,8.0,Needs Improvement,4
2995,106,2023-05-05 18:00:00,4834.0,Purchase,1.0,Excellent,7
2996,283,2023-05-05 19:00:00,2562.0,Loan Payment,6.0,Unsatisfactory,5
2997,104,2023-05-05 20:00:00,3621.0,Investment,8.0,Good Service,5
2998,361,2023-05-05 21:00:00,1050.0,Purchase,4.0,Good Service,2
2999,658,2023-05-05 22:00:00,324.0,Bill Payment,1.0,Needs Improvement,10
3000,35,2023-05-05 23:00:00,3469.0,Loan Payment,6.0,Needs Improvement,9
3001,113,2023-05-06 00:00:00,4182.0,Loan Payment,8.0,Good Service,8
3002,308,2023-05-06 01:00:00,3035.0,Loan Payment,1.0,Unsatisfactory,5
3003,911,2023-05-06 02:00:00,2956.0,Purchase,6.0,Good Service,1
3004,959,2023-05-06 03:00:00,3246.0,Bill Payment,4.0,Very Satisfied,7
3005,53,2023-05-06 04:00:00,3690.0,Loan Payment,6.0,Needs Improvement,1
3006,859,2023-05-06 05:00:00,4817.0,Investment,9.0,Excellent,4
3007,81,2023-05-06 06:00:00,3116.0,Loan Payment,3.0,Very Satisfied,8
3008,616,2023-05-06 07:00:00,1547.0,Loan Payment,7.0,Excellent,6
3009,834,2023-05-06 08:00:00,2460.0,Investment,6.0,Unsatisfactory,3
3010,369,2023-05-06 09:00:00,1877.0,Loan Payment,1.0,Very Satisfied,6
3011,242,2023-05-06 10:00:00,4959.0,Loan Payment,1.0,Needs Improvement,3
3012,31,2023-05-06 11:00:00,1171.0,Investment,4.0,Needs Improvement,8
3013,829,2023-05-06 12:00:00,3930.0,Purchase,3.0,Very Satisfied,9
3014,704,2023-05-06 13:00:00,3892.0,Investment,10.0,Excellent,1
3015,869,2023-05-06 14:00:00,2766.0,Purchase,2.0,Good Service,10
3016,361,2023-05-06 15:00:00,1922.0,Purchase,4.0,Good Service,2
3017,233,2023-05-06 16:00:00,274.0,Purchase,10.0,Unsatisfactory,6
3018,610,2023-05-06 17:00:00,4438.0,Investment,3.0,Unsatisfactory,7
3019,34,2023-05-06 18:00:00,4925.0,Investment,3.0,Good Service,7
3020,243,2023-05-06 19:00:00,1312.0,Purchase,2.0,Unsatisfactory,3
3021,951,2023-05-06 20:00:00,1204.0,Investment,2.0,Good Service,9
3022,59,2023-05-06 21:00:00,1536.0,Purchase,2.0,Excellent,7
3023,771,2023-05-06 22:00:00,3614.0,Investment,2.0,Excellent,4
3024,529,2023-05-06 23:00:00,4404.0,Bill Payment,4.0,Unsatisfactory,9
3025,78,2023-05-07 00:00:00,2258.0,Investment,6.0,Excellent,4
3026,718,2023-05-07 01:00:00,1168.0,Investment,7.0,Needs Improvement,4
3027,302,2023-05-07 02:00:00,4377.0,Investment,6.0,Good Service,1
3028,678,2023-05-07 03:00:00,4640.0,Purchase,3.0,Needs Improvement,9
3029,803,2023-05-07 04:00:00,3523.0,Purchase,3.0,Good Service,1
3030,897,2023-05-07 05:00:00,2088.0,Bill Payment,4.0,Very Satisfied,5
3031,112,2023-05-07 06:00:00,1154.0,Bill Payment,10.0,Very Satisfied,3
3032,413,2023-05-07 07:00:00,78.0,Loan Payment,10.0,Needs Improvement,6
3033,900,2023-05-07 08:00:00,3727.0,Bill Payment,6.0,Needs Improvement,4
3034,317,2023-05-07 09:00:00,3018.0,Purchase,5.0,Good Service,4
3035,865,2023-05-07 10:00:00,2460.0,Bill Payment,2.0,Needs Improvement,7
3036,145,2023-05-07 11:00:00,1179.0,Bill Payment,4.0,Excellent,10
3037,668,2023-05-07 12:00:00,993.0,Investment,9.0,Good Service,3
3038,690,2023-05-07 13:00:00,7315.0,Bill Payment,10.0,Very Satisfied,7
3039,858,2023-05-07 14:00:00,3987.0,Loan Payment,10.0,Very Satisfied,10
3040,648,2023-05-07 15:00:00,3344.0,Investment,8.0,Needs Improvement,5
3041,930,2023-05-07 16:00:00,2350.0,Purchase,3.0,Unsatisfactory,8
3042,827,2023-05-07 17:00:00,2025.0,Loan Payment,4.0,Good Service,7
3043,18,2023-05-07 18:00:00,1462.0,Purchase,7.0,Unsatisfactory,9
3044,351,2023-05-07 19:00:00,2143.0,Loan Payment,9.0,Very Satisfied,8
3045,955,2023-05-07 20:00:00,1049.0,Investment,4.0,Good Service,9
3046,155,2023-05-07 21:00:00,4733.0,Loan Payment,3.0,Needs Improvement,1
3047,784,2023-05-07 22:00:00,4223.0,Loan Payment,6.0,Needs Improvement,10
3048,506,2023-05-07 23:00:00,3476.0,Bill Payment,5.0,Needs Improvement,2
3049,778,2023-05-08 00:00:00,2460.0,Purchase,3.0,Needs Improvement,6
3050,360,2023-05-08 01:00:00,4267.0,Investment,9.0,Needs Improvement,9
3051,332,2023-05-08 02:00:00,2757.0,Loan Payment,4.0,Unsatisfactory,8
3052,918,2023-05-08 03:00:00,4272.0,Purchase,6.0,Good Service,10
3053,528,2023-05-08 04:00:00,4405.0,Purchase,2.0,Excellent,2
3054,12,2023-05-08 05:00:00,3505.0,Bill Payment,6.0,Unsatisfactory,3
3055,75,2023-05-08 06:00:00,3865.0,Purchase,7.0,Needs Improvement,6
3056,212,2023-05-08 07:00:00,571.0,Investment,4.0,Very Satisfied,4
3057,691,2023-05-08 08:00:00,2213.0,Bill Payment,1.0,Very Satisfied,9
3058,641,2023-05-08 09:00:00,3429.0,Loan Payment,7.0,Very Satisfied,4
3059,283,2023-05-08 10:00:00,1154.0,Investment,6.0,Unsatisfactory,5
3060,195,2023-05-08 11:00:00,7315.0,Investment,3.0,Unsatisfactory,8
3061,780,2023-05-08 12:00:00,1561.0,Investment,4.0,Very Satisfied,7
3062,30,2023-05-08 13:00:00,4031.0,Bill Payment,3.0,Unsatisfactory,7
3063,9,2023-05-08 14:00:00,570.0,Purchase,10.0,Good Service,9
3064,309,2023-05-08 15:00:00,1197.0,Investment,6.0,Unsatisfactory,1
3065,445,2023-05-08 16:00:00,3143.0,Purchase,9.0,Very Satisfied,10
3066,310,2023-05-08 17:00:00,3421.0,Purchase,2.0,Unsatisfactory,6
3067,677,2023-05-08 18:00:00,1699.0,Investment,9.0,Good Service,1
3068,705,2023-05-08 19:00:00,4417.0,Purchase,8.0,Unsatisfactory,4
3069,426,2023-05-08 20:00:00,2433.0,Bill Payment,1.0,Excellent,10
3070,817,2023-05-08 21:00:00,2460.0,Bill Payment,9.0,Needs Improvement,10
3071,772,2023-05-08 22:00:00,590.0,Loan Payment,1.0,Good Service,4
3072,704,2023-05-08 23:00:00,986.0,Purchase,10.0,Excellent,1
3073,591,2023-05-09 00:00:00,4282.0,Purchase,5.0,Good Service,4
3074,691,2023-05-09 01:00:00,4619.0,Loan Payment,1.0,Very Satisfied,9
3075,91,2023-05-09 02:00:00,2366.0,Bill Payment,7.0,Needs Improvement,2
3076,456,2023-05-09 03:00:00,128.0,Loan Payment,4.0,Very Satisfied,5
3077,444,2023-05-09 04:00:00,1552.0,Loan Payment,10.0,Unsatisfactory,4
3078,727,2023-05-09 05:00:00,4872.0,Loan Payment,9.0,Excellent,3
3079,79,2023-05-09 06:00:00,3053.0,Purchase,8.0,Good Service,7
3080,475,2023-05-09 07:00:00,982.0,Purchase,6.0,Very Satisfied,5
3081,927,2023-05-09 08:00:00,925.0,Purchase,2.0,Excellent,6
3082,103,2023-05-09 09:00:00,1447.0,Purchase,4.0,Needs Improvement,2
3083,623,2023-05-09 10:00:00,596.0,Investment,8.0,Unsatisfactory,6
3084,456,2023-05-09 11:00:00,360.0,Loan Payment,4.0,Very Satisfied,5
3085,990,2023-05-09 12:00:00,4601.0,Loan Payment,5.0,Needs Improvement,10
3086,314,2023-05-09 13:00:00,2572.0,Purchase,6.0,Very Satisfied,4
3087,247,2023-05-09 14:00:00,1880.0,Bill Payment,1.0,Very Satisfied,4
3088,234,2023-05-09 15:00:00,282.0,Investment,5.0,Needs Improvement,10
3089,594,2023-05-09 16:00:00,2937.0,Investment,5.0,Needs Improvement,5
3090,644,2023-05-09 17:00:00,4368.0,Bill Payment,5.0,Unsatisfactory,5
3091,235,2023-05-09 18:00:00,3449.0,Purchase,10.0,Good Service,1
3092,790,2023-05-09 19:00:00,3051.0,Investment,2.0,Unsatisfactory,4
3093,387,2023-05-09 20:00:00,3958.0,Investment,5.0,Good Service,3
3094,847,2023-05-09 21:00:00,1774.0,Loan Payment,1.0,Excellent,1
