Customer_ID,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
638,3,Needs improvement,9
957,1,Excellent,10
787,6,Needs improvement,8
540,3,Good service,9
903,1,Good service,6
813,10,Excellent,5
982,9,Needs improvement,5
128,1,Needs improvement,2
94,5,Good service,4
703,5,Unsatisfactory,2
421,2,Unsatisfactory,2
272,1,Good service,8
484,6,Needs improvement,4
5,7,Good service,4
157,9,Very satisfied,7
52,8,Unsatisfactory,4
243,10,Very satisfied,9
663,3,Needs improvement,9
774,9,Good service,3
420,1,Good service,6
953,6,Good service,7
929,,Excellent,3
817,2,Good service,4
425,10,Very satisfied,1
80,9,Needs improvement,9
695,9,Good service,7
354,8,Very satisfied,10
619,7,Very satisfied,7
666,6,Very satisfied,9
293,2,Good service,6
717,4,Good service,8
116,10,Very satisfied,5
529,7,Unsatisfactory,8
480,6,Very satisfied,10
288,9,Excellent,1
668,5,Needs improvement,3
477,6,Very satisfied,4
25,10,Excellent,9
431,6,Good service,8
278,8,Good service,8
987,8,Good service,2
317,6,Unsatisfactory,7
638,8,Good service,3
812,7,Very satisfied,6
358,1,Very satisfied,4
276,5,Unsatisfactory,6
877,10,Good service,4
690,10,Very satisfied,3
344,10,Good service,2
431,5,Unsatisfactory,4
559,10,Good service,10
712,9,Good service,2
563,7,Unsatisfactory,7
439,7,Very satisfied,1
462,10,Needs improvement,1
807,2,Excellent,5
270,8,Unsatisfactory,7
709,3,Very satisfied,1
431,9,Good service,4
21,6,Very satisfied,5
143,9,Excellent,2
760,9,Excellent,7
868,7,Good service,4
353,10,Needs improvement,8
465,8,Unsatisfactory,1
468,2,Good service,10
513,5,Very satisfied,1
464,3,Very satisfied,1
877,1,Good service,4
850,6,Unsatisfactory,1
394,9,Excellent,5
919,2,Very satisfied,6
786,9,Good service,7
753,8,Good service,8
58,9,Unsatisfactory,8
126,5,Needs improvement,2
841,2,Needs improvement,4
878,10,Needs improvement,7
990,10,Very satisfied,9
461,6,Good service,9
52,7,Excellent,3
735,3,Very satisfied,7
814,6,Needs improvement,4
875,6,Good service,9
269,8,Needs improvement,7
96,1,Needs improvement,6
273,4,Needs improvement,9
323,1,Unsatisfactory,7
573,8,Good service,8
833,2,Needs improvement,5
693,8,Very satisfied,4
133,3,Unsatisfactory,1
928,8,Good service,8
89,6,Unsatisfactory,6
685,1,Good service,4
824,7,Very satisfied,3
5,7,Very satisfied,5
357,6,Excellent,4
343,1,Good service,7
204,5,Very satisfied,6
674,1,Very satisfied,3
573,1,Good service,10
471,6,Very satisfied,1
464,8,Needs improvement,7
497,1,Good service,5
702,2,Needs improvement,1
837,5,Very satisfied,1
63,8,Good service,6
556,4,Needs improvement,4
239,5,Very satisfied,8
540,10,Good service,2
198,5,Good service,4
781,3,Good service,8
683,6,Needs improvement,8
30,5,Needs improvement,5
666,2,Needs improvement,3
209,10,Very satisfied,4
63,4,Good service,3
841,4,Good service,2
57,7,Needs improvement,4
832,7,Good service,9
720,9,Good service,6
433,10,Unsatisfactory,4
308,2,Very satisfied,1
575,6,Excellent,7
760,2,Very satisfied,2
466,9,Unsatisfactory,6
653,2,Good service,10
605,6,Unsatisfactory,1
107,8,Very satisfied,7
877,6,Good service,4
600,3,Good service,3
301,5,Excellent,10
620,4,Excellent,7
46,1,Very satisfied,3
77,5,Needs improvement,8
729,10,Needs improvement,4
169,5,Very satisfied,3
814,7,Very satisfied,7
129,7,Excellent,7
713,2,Good service,9
708,4,Very satisfied,10
860,1,Good service,7
268,5,Good service,6
600,5,Needs improvement,3
765,4,Good service,4
750,10,Good service,8
585,7,Very satisfied,6
419,6,Good service,9
870,10,Very satisfied,8
867,3,Unsatisfactory,8
161,2,Very satisfied,10
58,4,Unsatisfactory,10
384,9,Good service,7
885,10,Good service,10
803,5,Good service,1
510,1,Needs improvement,5
430,3,Unsatisfactory,7
340,9,Good service,10
578,7,Good service,9
940,3,Needs improvement,4
26,1,Very satisfied,8
810,4,Needs improvement,1
589,9,Very satisfied,4
798,7,Needs improvement,4
372,5,Needs improvement,2
928,6,Very satisfied,3
36,1,Needs improvement,3
531,,Good service,9
790,5,Good service,7
833,7,Good service,2
825,5,Good service,9
267,5,Very satisfied,8
794,3,Excellent,6
432,5,Needs improvement,6
19,8,Very satisfied,2
339,8,Unsatisfactory,3
140,,Good service,6
67,1,Needs improvement,3
824,2,Good service,7
530,7,Unsatisfactory,5
369,3,Unsatisfactory,4
261,8,Needs improvement,8
624,4,Good service,2
920,10,Good service,3
974,10,Good service,10
627,8,Very satisfied,4
678,2,Good service,10
579,5,Needs improvement,6
767,6,Unsatisfactory,5
582,51,Good service,5
972,1,Good service,7
820,9,Unsatisfactory,8
203,5,Unsatisfactory,6
639,4,Good service,3
935,1,Very satisfied,4
955,3,Needs improvement,1
410,4,Unsatisfactory,5
833,5,Very satisfied,10
80,10,Needs improvement,8
688,5,Needs improvement,3
113,10,Good service,10
623,8,Unsatisfactory,4
821,3,Good service,4
137,7,Needs improvement,6
645,6,Needs improvement,9
884,10,Good service,10
840,10,Needs improvement,3
189,,Unsatisfactory,4
277,6,Excellent,6
737,10,Good service,6
103,9,Very satisfied,7
107,7,Excellent,1
575,7,Needs improvement,9
916,1,Excellent,2
954,1,Very satisfied,4
757,9,Good service,3
173,9,Very satisfied,3
918,10,Unsatisfactory,5
845,3,Unsatisfactory,7
999,8,Needs improvement,7
331,9,Very satisfied,7
722,1,Very satisfied,3
191,3,Needs improvement,9
670,6,Needs improvement,6
831,4,Needs improvement,10
225,8,Good service,8
684,9,Good service,1
323,7,Very satisfied,4
954,1,Needs improvement,7
508,2,Good service,9
961,1,Excellent,3
548,9,Needs improvement,6
134,4,Good service,8
37,10,Good service,3
93,8,Excellent,6
75,5,Very satisfied,9
756,5,Good service,9
183,,Excellent,6
717,5,Needs improvement,5
459,3,Needs improvement,1
699,6,Good service,3
678,1,Unsatisfactory,3
627,8,Good service,4
409,4,Good service,5
207,6,Very satisfied,8
245,2,Very satisfied,9
333,2,Excellent,7
673,8,Needs improvement,10
525,1,Needs improvement,6
294,8,Excellent,3
954,10,Good service,9
984,10,Very satisfied,10
916,1,Needs improvement,1
748,9,Needs improvement,9
273,1,Good service,3
379,4,Very satisfied,9
626,9,Good service,10
664,1,Good service,1
26,9,Good service,8
680,8,Good service,6
544,5,Good service,9
733,6,Good service,4
718,5,Good service,5
933,4,Excellent,6
854,10,Excellent,9
610,4,Needs improvement,6
91,10,Excellent,9
476,8,Excellent,2
889,8,Good service,4
726,9,Good service,3
188,3,Excellent,4
569,10,Needs improvement,1
619,8,Good service,2
954,3,Needs improvement,4
195,2,Good service,10
534,2,Good service,4
698,9,Good service,5
880,4,Good service,9
85,5,Very satisfied,1
592,2,Unsatisfactory,8
841,9,Good service,3
77,7,Very satisfied,9
330,3,Very satisfied,8
383,6,Needs improvement,8
433,7,Excellent,9
377,6,Very satisfied,4
341,10,Very satisfied,5
177,10,Good service,7
426,6,Needs improvement,2
424,8,Good service,7
967,8,Good service,3
174,5,Good service,6
406,4,Good service,6
82,5,Excellent,6
21,9,Very satisfied,10
691,10,Good service,2
398,6,Unsatisfactory,9
330,3,Unsatisfactory,8
225,3,Very satisfied,7
777,1,Excellent,9
402,5,Needs improvement,4
781,6,Good service,2
763,8,Good service,4
785,9,Good service,10
894,7,Very satisfied,3
855,1,Good service,2
921,7,Needs improvement,2
438,10,Unsatisfactory,8
272,9,Good service,5
280,4,Good service,6
223,7,Good service,8
587,9,Needs improvement,7
663,1,Unsatisfactory,7
937,10,Good service,7
871,9,Needs improvement,7
509,4,Good service,8
342,8,Unsatisfactory,1
929,3,Very satisfied,3
617,2,Good service,1
42,8,Good service,8
176,8,Unsatisfactory,2
245,3,Needs improvement,7
253,8,Excellent,6
274,6,Very satisfied,1
959,10,Good service,6
334,9,Good service,9
604,10,Needs improvement,3
11,6,Unsatisfactory,7
152,8,Unsatisfactory,4
189,2,Needs improvement,1
960,1,Needs improvement,7
676,10,Excellent,1
638,10,Good service,4
211,2,Unsatisfactory,9
973,4,Excellent,5
97,10,Good service,7
821,9,Unsatisfactory,7
339,7,Good service,3
47,9,Very satisfied,8
820,9,Needs improvement,1
736,9,Very satisfied,4
975,8,Good service,10
57,6,Unsatisfactory,4
75,10,Very satisfied,2
254,7,Very satisfied,6
663,2,Needs improvement,1
571,1,Good service,3
837,5,Good service,9
952,8,Good service,10
598,3,Very satisfied,6
170,7,Very satisfied,2
146,5,Unsatisfactory,9
839,10,Good service,2
33,8,Good service,7
515,6,Excellent,1
796,6,Unsatisfactory,5
257,7,Very satisfied,7
126,7,Needs improvement,3
959,4,Unsatisfactory,4
113,10,Needs improvement,5
815,,Unsatisfactory,3
805,10,Good service,6
342,8,Very satisfied,3
48,6,Good service,8
364,8,Needs improvement,7
787,7,Needs improvement,1
398,1,Very satisfied,2
195,4,Very satisfied,4
851,7,Excellent,5
737,9,Very satisfied,10
725,2,Good service,4
321,5,Unsatisfactory,4
794,9,Good service,9
138,9,Very satisfied,4
355,6,Good service,4
845,7,Needs improvement,4
70,9,Good service,2
811,10,Excellent,8
582,8,Good service,4
483,10,Needs improvement,5
720,6,Very satisfied,8
712,6,Good service,4
59,7,Unsatisfactory,5
771,7,Good service,5
389,2,Needs improvement,6
853,9,Very satisfied,7
351,4,Very satisfied,3
846,10,Needs improvement,10
869,9,Needs improvement,3
339,10,Very satisfied,9
677,3,Excellent,1
757,5,Good service,10
596,5,Very satisfied,8
436,7,Good service,10
450,4,Very satisfied,3
377,4,Very satisfied,5
959,1,Unsatisfactory,3
391,6,Good service,10
481,4,Good service,1
821,10,Excellent,10
114,10,Good service,5
746,5,Very satisfied,8
774,9,Good service,5
903,4,Good service,4
172,1,Good service,9
18,9,Good service,1
235,5,Needs improvement,5
310,10,Needs improvement,1
895,7,Unsatisfactory,6
669,3,Unsatisfactory,10
723,4,Good service,9
281,10,Very satisfied,2
831,9,Needs improvement,4
196,10,Very satisfied,8
115,1,Very satisfied,3
397,5,Needs improvement,7
672,8,Good service,7
667,10,Unsatisfactory,2
563,7,Good service,10
418,4,Excellent,4
284,7,Unsatisfactory,1
585,1,Very satisfied,8
328,6,Needs improvement,10
341,9,Needs improvement,10
622,3,Needs improvement,9
798,4,Good service,1
221,8,Good service,7
9,5,Good service,1
909,5,Good service,1
82,1,Excellent,9
832,6,Good service,10
294,2,Very satisfied,10
375,1,Very satisfied,6
534,6,Unsatisfactory,1
415,5,Needs improvement,7
99,5,Unsatisfactory,3
682,9,Unsatisfactory,10
702,10,Unsatisfactory,4
618,10,Needs improvement,4
832,3,Very satisfied,8
970,1,Very satisfied,1
777,8,Needs improvement,8
382,5,Good service,9
863,5,Needs improvement,7
940,8,Good service,1
504,8,Needs improvement,7
447,2,Very satisfied,6
680,3,Very satisfied,5
344,10,Unsatisfactory,5
425,10,Very satisfied,1
625,1,Needs improvement,6
840,3,Needs improvement,4
306,4,Excellent,1
148,7,Unsatisfactory,8
849,9,Good service,8
732,5,Needs improvement,4
454,1,Very satisfied,7
938,2,Good service,3
33,10,Unsatisfactory,8
732,2,Needs improvement,7
501,9,Good service,5
319,10,Very satisfied,5
697,7,Unsatisfactory,9
193,2,Good service,6
873,1,Unsatisfactory,6
180,5,Needs improvement,2
867,1,Good service,5
984,9,Very satisfied,4
518,3,Good service,10
391,2,Unsatisfactory,3
521,6,Unsatisfactory,9
357,3,Needs improvement,7
573,5,Good service,4
464,10,Needs improvement,9
930,8,Good service,9
675,10,Needs improvement,7
99,2,Good service,5
148,5,Unsatisfactory,9
570,8,Unsatisfactory,7
727,1,Good service,9
316,10,Unsatisfactory,3
182,10,Good service,9
547,,Very satisfied,1
303,5,Very satisfied,5
558,10,Needs improvement,2
599,3,Unsatisfactory,1
4,2,Unsatisfactory,3
778,3,Needs improvement,7
107,5,Very satisfied,3
75,7,Very satisfied,10
40,2,Good service,10
639,7,Unsatisfactory,9
695,6,Excellent,3
119,7,Good service,6
73,7,Unsatisfactory,2
552,9,Needs improvement,8
204,7,Very satisfied,10
977,6,Needs improvement,5
96,10,Unsatisfactory,2
279,,Good service,7
143,7,Unsatisfactory,3
115,6,Good service,5
476,4,Very satisfied,9
884,7,Very satisfied,1
998,8,Unsatisfactory,2
133,8,Good service,5
168,4,Unsatisfactory,4
914,10,Needs improvement,1
245,9,Good service,7
277,3,Unsatisfactory,9
975,9,Good service,1
259,3,Unsatisfactory,8
46,7,Very satisfied,9
346,4,Needs improvement,2
847,5,Unsatisfactory,1
895,3,Unsatisfactory,6
237,2,Good service,7
53,8,Needs improvement,2
148,7,Good service,5
699,7,Good service,5
533,8,Very satisfied,7
90,1,Very satisfied,1
233,8,Unsatisfactory,10
727,10,Unsatisfactory,8
881,5,Good service,5
51,8,Unsatisfactory,3
665,9,Very satisfied,9
836,2,Needs improvement,3
628,3,Unsatisfactory,7
394,6,Unsatisfactory,10
214,9,Good service,7
451,10,Unsatisfactory,10
339,10,Good service,8
351,8,Unsatisfactory,10
649,6,Needs improvement,8
285,5,Unsatisfactory,4
933,3,Very satisfied,1
878,4,Needs improvement,4
583,7,Needs improvement,6
245,7,Needs improvement,10
550,3,Needs improvement,6
728,4,Excellent,6
639,3,Unsatisfactory,7
584,2,Good service,1
226,6,Unsatisfactory,10
827,7,Very satisfied,1
441,4,Needs improvement,7
474,5,Unsatisfactory,4
444,8,Very satisfied,6
796,9,Unsatisfactory,6
412,7,Unsatisfactory,9
814,10,Needs improvement,2
246,1,Good service,4
583,3,Good service,4
707,5,Excellent,7
500,3,Good service,1
982,1,Needs improvement,5
951,2,Very satisfied,4
550,8,Good service,2
117,7,Unsatisfactory,5
750,10,Good service,9
364,3,Excellent,8
914,4,Needs improvement,9
204,3,Needs improvement,7
351,4,Very satisfied,10
319,,Excellent,7
359,9,Very satisfied,2
517,7,Needs improvement,3
940,,Good service,10
489,9,Good service,8
669,7,Needs improvement,2
107,7,Needs improvement,7
740,8,Very satisfied,6
654,10,Good service,10
826,3,Unsatisfactory,4
172,8,Good service,4
658,1,Very satisfied,3
519,6,Good service,6
855,2,Good service,3
865,7,Very satisfied,9
958,3,Good service,4
813,10,Needs improvement,4
528,5,Very satisfied,2
320,10,Needs improvement,2
37,2,Excellent,7
499,1,Excellent,5
665,5,Unsatisfactory,3
265,9,Good service,6
695,9,Very satisfied,6
668,7,Unsatisfactory,1
649,9,Very satisfied,3
908,4,Good service,5
402,3,Needs improvement,7
987,4,Very satisfied,4
602,7,Unsatisfactory,8
952,8,Unsatisfactory,3
218,2,Unsatisfactory,6
330,5,Unsatisfactory,6
186,5,Good service,9
381,9,Unsatisfactory,4
209,3,Good service,7
563,6,Needs improvement,10
288,10,Very satisfied,1
88,5,Unsatisfactory,1
944,2,Excellent,2
136,2,Very satisfied,4
158,4,Very satisfied,6
794,4,Very satisfied,4
920,7,Good service,6
155,1,Good service,2
463,6,Unsatisfactory,9
220,9,Good service,3
459,2,Good service,7
167,5,Unsatisfactory,1
322,10,Good service,8
691,10,Good service,4
841,4,Unsatisfactory,5
562,4,Unsatisfactory,7
813,8,Very satisfied,3
512,6,Very satisfied,9
87,7,Good service,9
545,9,Good service,8
275,3,Good service,1
141,2,Needs improvement,2
718,3,Unsatisfactory,2
736,8,Very satisfied,3
625,9,Needs improvement,2
790,10,Good service,1
916,5,Needs improvement,5
353,8,Needs improvement,6
5,7,Unsatisfactory,7
382,9,Very satisfied,10
724,4,Very satisfied,7
768,10,Needs improvement,2
334,3,Good service,7
475,9,Very satisfied,2
986,8,Very satisfied,2
928,7,Needs improvement,6
30,1,Good service,6
347,2,Excellent,8
922,9,Good service,5
594,5,Good service,5
493,1,Needs improvement,10
983,9,Good service,1
748,1,Good service,4
495,8,Good service,1
856,5,Good service,10
388,6,Unsatisfactory,5
873,1,Good service,8
835,2,Excellent,1
253,7,Unsatisfactory,3
630,2,Good service,1
939,5,Very satisfied,6
30,9,Good service,10
623,5,Good service,1
912,3,Needs improvement,10
766,6,Very satisfied,3
711,7,Excellent,5
807,10,Very satisfied,5
342,10,Good service,2
809,8,Very satisfied,3
287,3,Good service,9
945,4,Unsatisfactory,1
397,10,Needs improvement,1
509,4,Good service,2
937,2,Unsatisfactory,8
244,7,Unsatisfactory,6
221,4,Unsatisfactory,4
156,4,Unsatisfactory,7
383,8,Needs improvement,6
748,6,Needs improvement,9
320,6,Good service,6
373,9,Good service,2
531,4,Needs improvement,3
215,9,Unsatisfactory,9
367,1,Needs improvement,7
114,9,Excellent,6
200,1,Good service,5
25,7,Needs improvement,3
934,6,Needs improvement,4
121,7,Needs improvement,1
742,9,Needs improvement,5
611,10,Good service,7
858,4,Very satisfied,2
3,9,Excellent,8
898,3,Very satisfied,10
773,10,Good service,6
445,9,Good service,10
254,1,Good service,3
20,5,Unsatisfactory,2
204,10,Unsatisfactory,8
806,5,Excellent,4
976,1,Good service,7
357,1,Needs improvement,7
128,,Unsatisfactory,10
358,9,Excellent,9
292,7,Excellent,10
174,6,Unsatisfactory,8
733,9,Very satisfied,8
355,4,Very satisfied,7
881,4,Unsatisfactory,10
37,3,Unsatisfactory,5
310,5,Unsatisfactory,9
661,5,Good service,7
917,10,Needs improvement,3
604,7,Good service,6
582,7,Good service,3
84,6,Good service,6
510,4,Excellent,8
444,7,Good service,9
420,2,Needs improvement,2
205,9,Good service,6
488,7,Needs improvement,3
779,2,Needs improvement,7
88,10,Excellent,4
252,2,Very satisfied,5
723,6,Good service,10
855,7,Unsatisfactory,6
31,9,Good service,8
869,4,Very satisfied,2
421,8,Needs improvement,4
828,10,Needs improvement,4
61,2,Very satisfied,6
579,6,Good service,4
226,4,Unsatisfactory,5
925,8,Needs improvement,5
963,9,Very satisfied,8
335,,Good service,4
839,7,Needs improvement,6
579,7,Very satisfied,7
640,8,Unsatisfactory,8
111,5,Needs improvement,9
491,3,Good service,10
272,1,Excellent,8
813,4,Good service,4
34,3,Good service,4
212,2,Needs improvement,10
300,6,Needs improvement,5
373,7,Good service,3
125,10,Good service,2
103,7,Good service,2
993,8,Good service,9
718,2,Unsatisfactory,8
120,10,Needs improvement,6
682,6,Good service,9
547,6,Good service,5
894,10,Good service,10
331,1,Good service,1
758,2,Very satisfied,8
852,9,Good service,3
926,58,Good service,9
309,4,Needs improvement,1
570,6,Unsatisfactory,3
412,2,Good service,1
399,5,Excellent,1
934,2,Unsatisfactory,6
306,5,Excellent,4
653,7,Unsatisfactory,10
623,7,Needs improvement,4
163,9,Needs improvement,5
623,3,Very satisfied,3
664,4,Unsatisfactory,2
888,9,Needs improvement,10
65,8,Needs improvement,8
618,7,Needs improvement,7
216,8,Good service,10
603,9,Needs improvement,4
914,4,Good service,2
954,5,Unsatisfactory,9
26,9,Unsatisfactory,8
669,7,Unsatisfactory,4
584,4,Unsatisfactory,5
44,6,Very satisfied,10
90,1,Excellent,6
133,1,Good service,4
161,9,Unsatisfactory,2
744,8,Very satisfied,5
380,1,Good service,1
261,2,Unsatisfactory,7
383,4,Needs improvement,9
369,1,Good service,3
111,2,Needs improvement,6
676,5,Needs improvement,9
77,8,Good service,4
209,6,Needs improvement,6
13,6,Good service,3
921,4,Needs improvement,9
570,2,Very satisfied,7
898,3,Needs improvement,7
856,6,Good service,4
548,6,Good service,6
25,5,Needs improvement,8
546,6,Needs improvement,6
140,6,Excellent,6
275,1,Unsatisfactory,4
370,6,Unsatisfactory,8
874,5,Good service,10
222,8,Good service,8
37,9,Very satisfied,9
875,6,Good service,6
129,10,Unsatisfactory,2
316,4,Good service,4
323,3,Good service,4
433,10,Good service,8
218,1,Good service,5
847,7,Very satisfied,4
942,5,Needs improvement,8
248,4,Good service,3
111,9,Needs improvement,2
816,,Needs improvement,4
732,10,Unsatisfactory,1
708,8,Unsatisfactory,1
147,4,Unsatisfactory,5
344,10,Good service,1
509,10,Good service,4
505,8,Excellent,8
552,4,Very satisfied,8
134,1,Very satisfied,2
464,8,Good service,3
864,1,Needs improvement,3
990,3,Very satisfied,1
191,7,Unsatisfactory,3
163,3,Needs improvement,8
456,8,Good service,6
61,,Good service,5
5,3,Needs improvement,10
37,5,Very satisfied,9
460,5,Very satisfied,7
217,8,Good service,6
737,9,Unsatisfactory,5
999,,Needs improvement,5
728,10,Good service,10
139,3,Needs improvement,9
618,2,Needs improvement,10
99,3,Good service,6
680,9,Very satisfied,4
961,7,Unsatisfactory,4
264,9,Needs improvement,4
599,6,Needs improvement,6
596,8,Good service,1
224,10,Unsatisfactory,9
11,9,Needs improvement,2
327,3,Very satisfied,2
698,7,Unsatisfactory,5
350,9,Good service,4
379,2,Very satisfied,3
944,7,Very satisfied,5
231,5,Unsatisfactory,7
141,8,Unsatisfactory,10
618,4,Unsatisfactory,2
765,1,Excellent,6
956,10,Good service,4
49,8,Needs improvement,2
451,6,Needs improvement,1
775,8,Excellent,8
491,3,Good service,5
205,8,Excellent,10
869,8,Very satisfied,2
409,1,Unsatisfactory,8
407,4,Needs improvement,3
51,7,Unsatisfactory,7
175,1,Very satisfied,2
737,3,Very satisfied,7
261,3,Very satisfied,4
480,6,Needs improvement,10
734,5,Needs improvement,1
223,7,Excellent,5
269,3,Good service,4
810,1,Very satisfied,8
893,3,Good service,1
901,8,Very satisfied,2
919,5,Unsatisfactory,5
318,3,Unsatisfactory,10
385,8,Excellent,10
586,6,Good service,2
626,3,Very satisfied,1
219,5,Good service,6
54,1,Needs improvement,10
200,6,Excellent,4
884,9,Very satisfied,5
643,7,Very satisfied,3
339,8,Unsatisfactory,10
704,6,Needs improvement,6
691,5,Good service,4
898,6,Unsatisfactory,6
305,,Very satisfied,5
799,9,Excellent,2
752,8,Good service,4
245,5,Very satisfied,2
842,7,Good service,5
629,8,Very satisfied,3
208,1,Needs improvement,6
997,8,Needs improvement,5
724,7,Good service,2
511,2,Needs improvement,10
259,2,Good service,8
380,6,Very satisfied,6
163,3,Excellent,9
738,1,Unsatisfactory,3
341,8,Very satisfied,4
932,7,Good service,8
576,4,Needs improvement,7
928,1,Very satisfied,8
758,2,Needs improvement,9
530,9,Needs improvement,8
34,4,Good service,8
824,3,Very satisfied,6
998,8,Unsatisfactory,2
323,4,Good service,7
181,7,Good service,4
963,5,Unsatisfactory,3
347,5,Unsatisfactory,4
706,6,Good service,4
192,4,Unsatisfactory,3
579,2,Needs improvement,9
721,6,Good service,3
878,5,Good service,2
679,3,Unsatisfactory,1
246,4,Good service,1
245,3,Good service,5
678,3,Needs improvement,5
808,4,Needs improvement,9
915,,Needs improvement,4
723,4,Needs improvement,5
133,10,Very satisfied,6
197,2,Good service,10
910,10,Needs improvement,7
347,8,Unsatisfactory,9
49,10,Needs improvement,6
64,5,Good service,1
624,7,Excellent,8
868,4,Very satisfied,2
697,10,Good service,9
104,6,Good service,7
931,10,Good service,7
213,4,Needs improvement,10
517,6,Very satisfied,10
119,1,Very satisfied,5
856,6,Good service,8
761,6,Needs improvement,10
679,2,Unsatisfactory,1
895,10,Unsatisfactory,3
242,10,Very satisfied,9
280,9,Needs improvement,1
424,6,Very satisfied,8
363,7,Good service,6
750,2,Unsatisfactory,10
306,2,Good service,5
717,2,Very satisfied,6
486,10,Good service,5
314,9,Very satisfied,9
513,3,Good service,2
683,4,Good service,10
167,1,Good service,6
394,1,Excellent,4
770,4,Needs improvement,3
63,2,Unsatisfactory,5
272,8,Unsatisfactory,2
37,4,Needs improvement,3
16,3,Good service,7
766,3,Very satisfied,1
343,6,Needs improvement,2
346,6,Good service,3
848,6,Very satisfied,10
539,,Good service,7
959,8,Unsatisfactory,4
623,8,Excellent,8
233,9,Good service,8
990,1,Needs improvement,1
576,10,Unsatisfactory,5
609,8,Good service,1
416,5,Very satisfied,7
905,3,Good service,4
267,10,Unsatisfactory,8
997,3,Very satisfied,8
326,6,Good service,9
926,8,Good service,6
744,10,Unsatisfactory,7
911,2,Excellent,7
443,9,Good service,5
560,5,Excellent,7
862,5,Very satisfied,9
722,1,Very satisfied,4
76,6,Excellent,2
247,5,Needs improvement,8
828,7,Very satisfied,7
580,7,Good service,6
313,4,Unsatisfactory,7
576,5,Unsatisfactory,3
694,10,Unsatisfactory,6
592,8,Needs improvement,10
343,2,Unsatisfactory,7
715,1,Needs improvement,7
182,6,Needs improvement,5
955,4,Unsatisfactory,3
984,10,Good service,2
726,3,Very satisfied,7
935,7,Good service,4
632,8,Needs improvement,2
399,4,Very satisfied,8
241,10,Very satisfied,2
847,6,Good service,6
714,2,Very satisfied,4
924,8,Unsatisfactory,9
292,6,Good service,5
54,9,Very satisfied,4
145,6,Needs improvement,8
356,6,Unsatisfactory,3
598,2,Very satisfied,9
983,5,Good service,8
477,9,Excellent,8
22,1,Good service,10
331,4,Excellent,5
292,10,Good service,1
236,10,Good service,10
29,3,Good service,9
695,1,Very satisfied,2
938,1,Unsatisfactory,1
160,1,Excellent,6
910,1,Excellent,1
530,2,Unsatisfactory,10
550,5,Unsatisfactory,10
101,2,Needs improvement,10
290,4,Unsatisfactory,7
377,9,Good service,7
173,3,Good service,1
343,2,Needs improvement,10
928,4,Unsatisfactory,5
878,9,Needs improvement,3
579,4,Unsatisfactory,2
191,5,Good service,5
439,4,Unsatisfactory,5
555,8,Excellent,2
635,4,Very satisfied,6
790,2,Excellent,7
343,4,Needs improvement,1
708,2,Needs improvement,3
845,9,Unsatisfactory,4
125,8,Good service,2
608,9,Good service,10
890,4,Needs improvement,5
669,1,Very satisfied,4
552,3,Good service,2
360,7,Good service,1
503,51,Excellent,8
173,8,Very satisfied,2
887,9,Good service,4
394,8,Excellent,10
461,5,Excellent,5
685,9,Unsatisfactory,2
120,4,Needs improvement,10
273,9,Good service,9
358,1,Good service,2
386,3,Very satisfied,6
913,4,Unsatisfactory,7
876,10,Good service,6
858,1,Needs improvement,4
887,6,Good service,1
934,4,Good service,2
933,4,Needs improvement,10
319,1,Unsatisfactory,10
261,5,Good service,6
281,9,Good service,8
329,6,Very satisfied,3
124,8,Very satisfied,7
476,4,Needs improvement,9
278,9,Very satisfied,4
93,7,Very satisfied,7
959,7,Unsatisfactory,7
547,8,Needs improvement,10
823,2,Very satisfied,9
128,6,Very satisfied,3
532,7,Very satisfied,1
773,3,Good service,8
167,8,Needs improvement,4
831,1,Needs improvement,2
236,1,Very satisfied,5
32,10,Needs improvement,4
231,3,Good service,1
191,6,Good service,7
842,7,Unsatisfactory,4
936,2,Good service,8
657,6,Very satisfied,9
613,5,Unsatisfactory,8
591,6,Good service,1
508,1,Good service,8
457,10,Unsatisfactory,5
672,7,Needs improvement,1
255,8,Unsatisfactory,9
279,7,Very satisfied,9
971,9,Good service,7
700,1,Very satisfied,7
973,10,Needs improvement,1
722,9,Good service,9
753,3,Needs improvement,1
56,2,Very satisfied,7
649,6,Very satisfied,9
106,5,Good service,9
581,,Excellent,5
702,4,Unsatisfactory,6
192,8,Excellent,2
278,10,Good service,2
544,3,Very satisfied,10
175,1,Good service,9
770,5,Needs improvement,1
635,8,Very satisfied,10
85,,Good service,5
988,2,Very satisfied,7
948,1,Good service,10
728,4,Good service,6
216,2,Very satisfied,6
14,8,Good service,6
37,10,Good service,8
27,9,Needs improvement,7
664,10,Unsatisfactory,5
576,,Very satisfied,10
70,2,Unsatisfactory,2
154,6,Very satisfied,10
438,10,Good service,6
765,7,Needs improvement,10
271,2,Excellent,5
541,8,Needs improvement,4
996,10,Very satisfied,10
74,9,Needs improvement,5
796,8,Good service,9
571,9,Good service,2
755,6,Very satisfied,6
841,7,Needs improvement,9
149,6,Very satisfied,10
506,7,Unsatisfactory,5
10,3,Needs improvement,6
644,4,Very satisfied,10
502,9,Unsatisfactory,4
62,3,Needs improvement,5
388,2,Good service,8
895,7,Very satisfied,1
774,6,Needs improvement,1
730,,Good service,10
232,6,Excellent,4
848,7,Very satisfied,10
584,6,Very satisfied,3
988,1,Excellent,5
