Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Transaction_Count,Avg_Satisfaction_Score,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Pct_Bill Payment,Pct_Investment,Pct_Loan Payment,Pct_Purchase,Pct_Business_Hours,Pct_Weekend_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Tenure_Days,Days_Since_Last_Transaction,High_Risk_Transaction_Count,Engagement_Breadth,Avg_Feedback_Sentiment,Std_Feedback_Sentiment
252,3454.0,1727.0,1992.0,1462.0,374.77,2,3.0,0.0,3.0,3.0,7.0,7,7,0,0,1,1,0.0,0.0,50.0,1.92,0.0,0.5,1.5,0.71,45,62,0,2,3.0,0.0
253,13723.0,2287.17,4851.0,345.0,1547.48,6,8.0,0.0,8.0,8.0,3.0,3,3,1,3,1,1,16.67,13.23,2.79,2.58,0.17,0.33,12.17,6.18,168,29,3,4,2.0,0.0
254,16947.0,3389.4,4984.0,418.0,1931.83,5,3.0,0.0,3.0,3.0,1.0,1,1,0,2,2,1,0.0,40.0,4.44,2.02,0.6,0.4,7.8,4.66,125,25,2,3,4.0,0.0
255,9699.0,2424.75,3778.0,391.0,1552.73,4,8.0,0.0,8.0,8.0,9.0,9,9,0,1,1,2,0.0,25.0,3.45,6.16,0.5,0.25,12.0,6.22,122,43,1,3,3.0,0.0
256,4900.0,1633.33,2200.0,787.0,746.86,3,2.0,0.0,2.0,2.0,5.0,5,5,0,0,3,0,0.0,0.0,100.0,0.0,0.0,0.0,14.0,8.89,57,135,0,1,4.0,0.0
257,10457.0,2091.4,3984.0,46.0,1400.77,5,5.0,0.0,5.0,5.0,10.0,10,10,0,2,1,2,0.0,40.0,2.22,4.24,0.2,0.8,8.2,7.56,35,19,2,3,2.0,0.0
258,20083.0,3347.17,4790.0,2346.0,859.5,6,4.0,0.0,4.0,4.0,1.0,1,1,0,1,3,2,0.0,16.67,13.23,5.57,0.33,0.17,8.83,6.27,163,21,1,3,3.0,0.0
259,24962.0,3566.0,4773.0,2037.0,1069.13,7,9.0,0.0,9.0,9.0,1.0,1,1,4,2,0,1,57.14,3.12,0.0,1.49,0.43,0.43,9.86,7.73,99,54,2,3,3.0,0.0
260,24476.0,2719.56,4903.0,119.0,1585.91,9,3.0,0.0,3.0,3.0,1.0,1,1,3,1,3,2,33.33,2.36,6.71,3.89,0.11,0.33,10.89,7.57,176,4,1,4,3.0,0.0
261,10994.0,2198.8,4563.0,618.0,1651.28,5,5.0,0.0,5.0,5.0,9.0,9,9,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.2,9.2,3.56,131,76,2,3,3.0,0.0
262,22368.0,3195.43,4577.0,1626.0,1141.9,7,10.0,0.0,10.0,10.0,8.0,8,8,2,2,2,1,28.57,5.62,4.86,2.17,0.14,0.29,18.71,1.89,121,50,2,4,5.0,0.0
263,13666.0,1952.29,3652.0,95.0,1199.67,7,9.0,0.0,9.0,9.0,6.0,6,6,2,0,3,2,28.57,0.0,8.43,4.55,0.29,0.29,5.71,6.24,166,18,0,3,4.0,0.0
264,4269.0,1067.25,2277.0,28.0,924.67,4,6.0,0.0,6.0,6.0,10.0,10,10,0,3,0,1,0.0,75.0,0.0,1.27,0.25,0.0,13.0,6.06,123,17,3,2,1.0,0.0
265,10912.0,2182.4,4281.0,978.0,1313.89,5,2.0,0.0,2.0,2.0,6.0,6,6,1,1,1,2,20.0,4.0,3.45,6.16,0.2,0.4,15.6,9.4,106,102,1,4,2.0,0.0
266,1636.0,818.0,1177.0,459.0,507.7,2,1.0,0.0,1.0,1.0,6.0,6,6,0,0,1,1,0.0,0.0,50.0,1.92,0.0,0.0,20.5,3.54,98,56,0,2,2.0,0.0
267,15174.0,3034.8,4685.0,733.0,1699.75,5,1.0,0.0,1.0,1.0,4.0,4,4,0,1,2,2,0.0,20.0,8.0,6.06,0.8,0.6,14.6,3.36,100,90,1,3,3.0,0.0
268,1686.0,843.0,941.0,745.0,138.59,2,7.0,0.0,7.0,7.0,5.0,5,5,0,0,1,1,0.0,0.0,50.0,1.92,0.0,0.5,3.0,1.41,13,21,0,2,5.0,0.0
269,9061.0,1812.2,3356.0,385.0,1123.34,5,2.0,0.0,2.0,2.0,10.0,10,10,0,0,3,2,0.0,0.0,60.0,3.08,0.4,0.4,7.0,5.24,171,33,0,2,3.0,0.0
270,13914.0,2319.0,4287.0,589.0,1302.39,6,7.0,0.0,7.0,7.0,3.0,3,3,1,2,2,1,16.67,8.82,6.35,2.64,0.17,0.17,5.0,4.56,148,14,2,4,2.0,0.0
271,13787.0,1969.57,4610.0,108.0,1792.07,7,1.0,0.0,1.0,1.0,3.0,3,3,1,2,2,2,14.29,9.39,6.52,5.38,0.57,0.57,8.86,4.98,123,61,2,4,5.0,0.0
272,14685.0,2937.0,3988.0,1703.0,939.84,5,4.0,0.0,4.0,4.0,10.0,10,10,2,2,1,0,40.0,4.44,2.02,0.0,0.4,0.2,6.4,5.68,191,14,2,3,1.0,0.0
273,16307.0,2329.57,4190.0,1302.0,1205.05,7,10.0,0.0,10.0,10.0,7.0,7,7,1,0,5,1,14.29,0.0,23.49,2.23,0.57,0.14,12.0,5.74,205,3,0,3,2.0,0.0
274,7614.0,1903.5,3495.0,485.0,1407.26,4,4.0,0.0,4.0,4.0,5.0,5,5,1,0,1,2,25.0,0.0,3.45,6.16,0.25,0.5,14.5,8.06,151,33,0,3,5.0,0.0
275,7098.0,1419.6,3009.0,421.0,1148.07,5,5.0,0.0,5.0,5.0,8.0,8,8,1,3,1,0,20.0,12.0,2.7,0.0,0.2,0.0,12.8,8.84,86,35,3,3,1.0,0.0
276,23797.0,2974.62,4874.0,647.0,1544.44,8,10.0,0.0,10.0,10.0,5.0,5,5,2,2,4,0,25.0,6.06,10.24,0.0,0.38,0.12,9.0,6.37,157,29,2,3,3.0,0.0
277,11538.0,2884.5,4574.0,707.0,1608.53,4,1.0,0.0,1.0,1.0,4.0,4,4,0,2,2,0,0.0,50.0,3.7,0.0,0.5,0.5,11.75,9.54,174,7,2,2,3.0,0.0
278,16540.0,2362.86,3943.0,1230.0,1080.98,7,7.0,0.0,7.0,7.0,3.0,3,3,0,1,2,4,0.0,14.29,9.39,13.04,0.14,0.29,16.71,7.76,203,1,1,3,3.0,0.0
279,9164.0,1527.33,3264.0,37.0,1302.61,6,2.0,0.0,2.0,2.0,2.0,2,2,1,1,2,2,16.67,4.41,7.39,5.8,0.67,0.33,14.17,6.05,112,38,1,4,3.0,0.0
280,4335.0,2167.5,3122.0,1213.0,1349.87,2,2.0,0.0,2.0,2.0,3.0,3,3,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.0,17.5,7.78,39,157,1,2,1.0,0.0
281,25670.0,3667.14,4652.0,1213.0,1315.21,7,8.0,0.0,8.0,8.0,7.0,7,7,3,0,3,1,42.86,0.0,6.02,1.79,0.14,0.29,10.71,7.39,136,65,0,3,2.0,0.0
282,2539.0,2539.0,2539.0,2539.0,0.0,1,9.0,0.0,9.0,9.0,8.0,8,8,0,0,0,1,0.0,0.0,0.0,100.0,0.0,0.0,23.0,0.0,0,65,0,1,4.0,0.0
283,16347.0,2724.5,4862.0,300.0,1733.81,6,6.0,0.0,6.0,6.0,5.0,5,5,0,2,3,1,0.0,33.33,7.63,2.13,0.5,0.0,11.33,4.55,168,15,2,3,1.0,0.0
284,9103.0,3034.33,4653.0,1111.0,1790.55,3,1.0,0.0,1.0,1.0,1.0,1,1,0,0,2,1,0.0,0.0,66.67,1.44,0.0,0.0,21.67,1.15,133,72,0,2,3.0,0.0
285,16980.0,3396.0,4899.0,2075.0,1287.78,5,1.0,0.0,1.0,1.0,3.0,3,3,2,0,3,0,40.0,0.0,6.67,0.0,0.2,0.0,11.6,9.91,41,38,0,2,5.0,0.0
286,14048.0,2006.86,4581.0,302.0,1428.75,7,7.0,0.0,7.0,7.0,4.0,4,4,3,3,1,0,42.86,6.02,1.79,0.0,0.57,0.29,14.14,4.95,143,45,3,3,5.0,0.0
287,10442.0,1740.33,3472.0,198.0,1623.14,6,8.0,0.0,8.0,8.0,10.0,10,10,1,2,2,1,16.67,8.82,6.35,2.64,0.33,0.33,11.5,7.56,112,50,2,4,5.0,0.0
288,19863.0,2837.57,4770.0,1056.0,1334.35,7,3.0,0.0,3.0,3.0,4.0,4,4,2,1,3,1,28.57,2.81,7.82,2.16,0.43,0.29,9.29,5.77,169,32,1,4,1.0,0.0
289,6770.0,2256.67,3147.0,717.0,1338.82,3,9.0,0.0,9.0,9.0,1.0,1,1,0,0,2,1,0.0,0.0,66.67,1.44,0.33,0.33,7.33,5.51,94,37,0,2,3.0,0.0
290,24774.0,3096.75,4838.0,315.0,1421.66,8,4.0,0.0,4.0,4.0,10.0,10,10,2,2,2,2,25.0,6.06,5.12,4.53,0.25,0.38,12.5,8.26,165,24,2,4,2.0,0.0
291,3708.0,1854.0,2460.0,1248.0,857.01,2,4.0,0.0,4.0,4.0,9.0,9,9,0,0,1,1,0.0,0.0,50.0,1.92,0.5,0.0,14.0,7.07,74,87,0,2,3.0,0.0
292,5782.0,1927.33,2854.0,616.0,1167.53,3,3.0,0.0,3.0,3.0,10.0,10,10,0,1,2,0,0.0,33.33,5.51,0.0,0.67,0.67,11.0,4.58,53,8,1,2,3.0,0.0
293,7968.0,2656.0,4940.0,739.0,2124.41,3,8.0,0.0,8.0,8.0,4.0,4,4,1,1,0,1,33.33,2.75,0.0,2.56,0.33,0.33,14.67,7.02,159,13,1,3,2.0,0.0
294,13197.0,1885.29,4944.0,337.0,1654.8,7,9.0,0.0,9.0,9.0,2.0,2,2,0,1,2,4,0.0,14.29,9.39,13.04,0.14,0.14,13.86,6.79,153,8,1,3,4.0,0.0
295,19554.0,3259.0,4419.0,1404.0,1061.85,6,1.0,0.0,1.0,1.0,9.0,9,9,0,1,2,3,0.0,16.67,8.82,9.53,0.17,0.17,12.83,9.75,156,35,1,3,5.0,0.0
296,13579.0,2715.8,4828.0,388.0,1888.86,5,2.0,0.0,2.0,2.0,4.0,4,4,2,1,1,1,40.0,2.22,2.12,2.03,0.0,0.6,5.8,9.15,162,40,1,4,5.0,0.0
297,22862.0,2857.75,4993.0,255.0,1515.59,8,1.0,0.0,1.0,1.0,4.0,4,4,2,2,2,2,25.0,6.06,5.12,4.53,0.62,0.5,10.5,5.83,120,74,2,4,3.0,0.0
298,13130.0,3282.5,4807.0,1381.0,1450.16,4,4.0,0.0,4.0,4.0,6.0,6,6,2,1,1,0,50.0,1.85,1.79,0.0,0.75,0.0,11.5,4.2,105,46,1,3,2.0,0.0
299,8270.0,4135.0,4700.0,3570.0,799.03,2,10.0,0.0,10.0,10.0,8.0,8,8,0,0,0,2,0.0,0.0,0.0,100.0,0.5,0.5,11.0,5.66,34,63,0,1,3.0,0.0
300,9116.0,1823.2,3084.0,179.0,1183.83,5,7.0,0.0,7.0,7.0,5.0,5,5,1,2,2,0,20.0,8.0,6.06,0.0,0.6,0.0,12.2,6.98,70,100,2,3,1.0,0.0
301,19287.0,3857.4,4801.0,1705.0,1261.04,5,7.0,0.0,7.0,7.0,8.0,8,8,1,1,2,1,20.0,4.0,6.9,2.79,0.0,0.6,7.4,6.07,192,16,1,4,2.0,0.0
302,17662.0,2523.14,4587.0,271.0,1857.21,7,6.0,0.0,6.0,6.0,1.0,1,1,1,3,1,2,14.29,14.09,2.83,5.23,0.14,0.43,7.71,5.19,182,8,3,4,3.0,0.0
303,11487.0,2297.4,4380.0,1342.0,1289.13,5,5.0,0.0,5.0,5.0,4.0,4,4,1,1,1,2,20.0,4.0,3.45,6.16,0.2,0.6,6.2,7.98,167,6,1,4,3.0,0.0
304,15731.0,1966.38,4924.0,112.0,1808.1,8,4.0,0.0,4.0,4.0,1.0,1,1,3,3,1,1,37.5,6.59,1.92,1.85,0.25,0.12,11.88,7.2,168,32,3,4,3.0,0.0
305,12673.0,3168.25,4343.0,2225.0,884.58,4,8.0,0.0,8.0,8.0,3.0,3,3,0,1,2,1,0.0,25.0,6.9,2.79,0.75,0.75,9.5,5.0,120,48,1,3,5.0,0.0
306,8528.0,2842.67,4127.0,815.0,1776.72,3,7.0,0.0,7.0,7.0,7.0,7,7,1,1,1,0,33.33,2.75,2.56,0.0,0.0,0.0,13.33,7.23,95,91,1,3,4.0,0.0
307,17716.0,1968.44,4797.0,75.0,1552.49,9,10.0,0.0,10.0,10.0,1.0,1,1,1,3,4,1,11.11,14.92,11.42,2.15,0.22,0.56,15.67,6.26,188,11,3,4,4.0,0.0
308,26462.0,2646.2,4710.0,320.0,1515.17,10,1.0,0.0,1.0,1.0,5.0,5,5,2,4,3,1,20.0,13.33,6.92,1.99,0.2,0.5,11.6,7.52,163,31,4,4,1.0,0.0
309,7750.0,2583.33,3656.0,1197.0,1259.15,3,6.0,0.0,6.0,6.0,1.0,1,1,1,1,0,1,33.33,2.75,0.0,2.56,0.67,0.0,11.0,4.58,112,2,1,3,1.0,0.0
310,15821.0,1977.62,4466.0,171.0,1841.87,8,2.0,0.0,2.0,2.0,6.0,6,6,3,2,2,1,37.5,4.4,4.01,1.85,0.38,0.38,8.25,5.47,151,47,2,4,1.0,0.0
311,5048.0,1682.67,2284.0,888.0,717.8,3,4.0,0.0,4.0,4.0,9.0,9,9,1,0,2,0,33.33,0.0,5.51,0.0,0.0,0.33,9.0,9.85,116,33,0,2,2.0,0.0
312,20988.0,2998.29,4931.0,535.0,1403.08,7,5.0,0.0,5.0,5.0,3.0,3,3,2,3,0,2,28.57,8.43,0.0,4.55,0.29,0.29,8.86,8.17,75,120,3,3,2.0,0.0
313,8217.0,2054.25,4260.0,725.0,1531.85,4,8.0,0.0,8.0,8.0,6.0,6,6,1,0,2,1,25.0,0.0,6.9,2.79,0.0,0.25,4.75,2.36,126,56,0,3,2.0,0.0
314,10005.0,2501.25,4347.0,1133.0,1364.37,4,6.0,0.0,6.0,6.0,4.0,4,4,0,1,0,3,0.0,25.0,0.0,10.34,0.75,0.5,9.5,5.92,108,55,1,2,4.0,0.0
315,4825.0,4825.0,4825.0,4825.0,0.0,1,2.0,0.0,2.0,2.0,6.0,6,6,0,0,1,0,0.0,0.0,100.0,0.0,0.0,0.0,21.0,0.0,0,115,0,1,2.0,0.0
316,17708.0,2951.33,4636.0,1446.0,1181.31,6,5.0,0.0,5.0,5.0,2.0,2,2,1,1,2,2,16.67,4.41,7.39,5.8,0.33,0.0,11.17,8.38,198,9,1,4,4.0,0.0
317,9703.0,2425.75,3741.0,1176.0,1165.5,4,5.0,0.0,5.0,5.0,4.0,4,4,0,1,1,2,0.0,25.0,3.45,6.16,0.75,0.5,10.0,6.68,115,78,1,3,3.0,0.0
318,9877.0,3292.33,4918.0,1047.0,2008.52,3,6.0,0.0,6.0,6.0,7.0,7,7,1,1,0,1,33.33,2.75,0.0,2.56,0.33,0.0,14.67,8.5,87,39,1,3,5.0,0.0
319,7885.0,2628.33,4681.0,998.0,1877.47,3,1.0,0.0,1.0,1.0,6.0,6,6,0,2,0,1,0.0,66.67,0.0,1.44,0.33,0.33,18.0,6.08,60,14,2,2,3.0,0.0
320,19369.0,2421.12,4536.0,710.0,1379.28,8,8.0,0.0,8.0,8.0,9.0,9,9,1,3,1,3,12.5,14.63,2.85,7.9,0.62,0.12,12.5,6.23,203,1,3,4,5.0,0.0
321,16246.0,2707.67,3937.0,1206.0,922.67,6,3.0,0.0,3.0,3.0,7.0,7,7,3,0,2,1,50.0,0.0,3.57,1.68,0.33,0.5,9.33,8.45,201,6,0,3,3.0,0.0
322,5742.0,2871.0,3048.0,2694.0,250.32,2,5.0,0.0,5.0,5.0,1.0,1,1,1,0,1,0,50.0,0.0,1.92,0.0,0.0,1.0,11.0,12.73,175,6,0,2,3.0,0.0
323,2816.0,2816.0,2816.0,2816.0,0.0,1,7.0,0.0,7.0,7.0,6.0,6,6,0,0,1,0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0,50,0,1,2.0,0.0
324,2392.0,1196.0,1434.0,958.0,336.58,2,3.0,0.0,3.0,3.0,3.0,3,3,1,1,0,0,50.0,1.92,0.0,0.0,0.0,0.0,4.0,0.0,66,8,1,2,1.0,0.0
325,13376.0,3344.0,4674.0,1951.0,1133.65,4,10.0,0.0,10.0,10.0,8.0,8,8,1,0,3,0,25.0,0.0,10.34,0.0,0.5,0.25,8.5,7.59,169,31,0,2,2.0,0.0
326,6981.0,2327.0,4952.0,833.0,2280.55,3,6.0,0.0,6.0,6.0,1.0,1,1,1,0,1,1,33.33,0.0,2.75,2.56,0.33,0.33,9.0,6.56,109,60,0,3,1.0,0.0
327,3692.0,1846.0,2160.0,1532.0,444.06,2,5.0,0.0,5.0,5.0,10.0,10,10,0,0,1,1,0.0,0.0,50.0,1.92,1.0,0.5,10.0,1.41,53,12,0,2,4.0,0.0
328,8734.0,1746.8,2935.0,844.0,902.84,5,7.0,0.0,7.0,7.0,2.0,2,2,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.6,7.2,6.91,142,47,2,3,5.0,0.0
329,18744.0,2677.71,4999.0,116.0,1702.71,7,10.0,0.0,10.0,10.0,3.0,3,3,1,3,1,2,14.29,14.09,2.83,5.23,0.14,0.29,10.0,6.73,169,21,3,4,4.0,0.0
330,18841.0,3140.17,4685.0,1698.0,1261.78,6,3.0,0.0,3.0,3.0,3.0,3,3,2,1,1,2,33.33,2.54,2.39,4.52,0.67,0.17,13.83,5.91,100,18,1,4,1.0,0.0
331,13418.0,2236.33,4271.0,280.0,1426.64,6,2.0,0.0,2.0,2.0,7.0,7,7,3,0,1,2,50.0,0.0,1.79,3.46,0.33,0.0,13.0,8.32,46,70,0,3,3.0,0.0
332,6710.0,1677.5,2757.0,698.0,935.37,4,4.0,0.0,4.0,4.0,8.0,8,8,1,1,2,0,25.0,3.45,6.16,0.0,0.5,0.25,11.0,6.98,78,3,1,3,1.0,0.0
333,20410.0,2551.25,4991.0,879.0,1343.06,8,3.0,0.0,3.0,3.0,9.0,9,9,1,1,3,3,12.5,4.88,11.82,8.06,0.12,0.25,12.12,8.46,153,49,1,4,2.0,0.0
334,9452.0,1890.4,3413.0,70.0,1538.7,5,4.0,0.0,4.0,4.0,7.0,7,7,2,0,0,3,40.0,0.0,0.0,6.67,0.2,0.2,14.6,6.58,115,85,0,2,4.0,0.0
335,13724.0,2744.8,3985.0,2038.0,730.8,5,7.0,0.0,7.0,7.0,8.0,8,8,2,1,1,1,40.0,2.22,2.12,2.03,0.4,0.6,11.2,8.17,154,41,1,4,5.0,0.0
336,9769.0,1395.57,2670.0,327.0,1001.98,7,5.0,0.0,5.0,5.0,6.0,6,6,3,0,1,3,42.86,0.0,2.01,5.78,0.29,0.14,11.43,7.55,196,8,0,3,3.0,0.0
337,18546.0,3091.0,4983.0,1598.0,1192.83,6,4.0,0.0,4.0,4.0,2.0,2,2,1,1,1,3,16.67,4.41,3.69,9.75,0.17,0.17,15.67,5.2,172,24,1,4,3.0,0.0
338,25222.0,4203.67,4908.0,3124.0,708.09,6,6.0,0.0,6.0,6.0,1.0,1,1,5,1,0,0,83.33,1.12,0.0,0.0,0.5,0.33,9.17,5.78,194,0,1,2,1.0,0.0
339,12374.0,2062.33,3618.0,425.0,1088.15,6,7.0,0.0,7.0,7.0,3.0,3,3,2,1,1,2,33.33,2.54,2.39,4.52,0.67,0.5,11.33,4.55,96,56,1,4,4.0,0.0
340,13414.0,2682.8,4498.0,1476.0,1187.81,5,5.0,0.0,5.0,5.0,9.0,9,9,3,1,0,1,60.0,1.54,0.0,1.5,0.4,0.4,9.6,6.73,171,37,1,3,3.0,0.0
341,11859.0,2964.75,4976.0,409.0,1900.09,4,7.0,0.0,7.0,7.0,7.0,7,7,1,0,2,1,25.0,0.0,6.9,2.79,0.5,0.5,11.75,6.13,88,19,0,3,2.0,0.0
342,24069.0,3008.62,4975.0,780.0,1721.56,8,3.0,0.0,3.0,3.0,2.0,2,2,1,2,4,1,12.5,9.76,13.22,2.3,0.25,0.0,10.62,6.7,167,15,2,4,1.0,0.0
343,10179.0,2035.8,3362.0,1051.0,1012.73,5,7.0,0.0,7.0,7.0,1.0,1,1,4,1,0,0,80.0,1.18,0.0,0.0,0.2,0.2,8.2,7.16,163,0,1,2,4.0,0.0
344,3757.0,1252.33,2963.0,139.0,1503.78,3,3.0,0.0,3.0,3.0,2.0,2,2,2,1,0,0,66.67,1.44,0.0,0.0,0.33,0.33,6.67,8.33,106,95,1,2,2.0,0.0
345,14161.0,2360.17,4224.0,369.0,1454.41,6,6.0,0.0,6.0,6.0,3.0,3,3,3,2,0,1,50.0,3.57,0.0,1.68,0.17,0.0,12.83,8.98,146,8,2,3,1.0,0.0
346,15121.0,2520.17,4792.0,1210.0,1366.21,6,8.0,0.0,8.0,8.0,6.0,6,6,2,1,2,1,33.33,2.54,4.78,2.14,0.5,0.5,7.33,4.37,160,27,1,4,1.0,0.0
347,12411.0,3102.75,4293.0,359.0,1840.53,4,6.0,0.0,6.0,6.0,9.0,9,9,1,2,0,1,25.0,6.9,0.0,2.79,0.75,0.0,11.25,5.56,138,3,2,3,5.0,0.0
348,14463.0,2410.5,3922.0,442.0,1656.73,6,6.0,0.0,6.0,6.0,8.0,8,8,2,1,3,0,33.33,2.54,7.17,0.0,0.33,0.5,8.17,3.87,104,104,1,3,1.0,0.0
349,11111.0,2222.2,4098.0,425.0,1646.05,5,3.0,0.0,3.0,3.0,10.0,10,10,2,0,3,0,40.0,0.0,6.67,0.0,0.0,0.2,5.8,7.98,197,8,0,2,2.0,0.0
350,19741.0,3948.2,4841.0,2426.0,1057.96,5,5.0,0.0,5.0,5.0,9.0,9,9,0,3,0,2,0.0,60.0,0.0,3.08,0.2,0.2,17.4,7.02,148,44,3,2,3.0,0.0
351,29433.0,2675.73,4846.0,47.0,1328.31,11,9.0,0.0,9.0,9.0,8.0,8,8,4,3,3,1,36.36,6.33,5.59,1.69,0.18,0.55,13.64,7.41,136,30,3,4,4.0,0.0
352,13363.0,3340.75,4100.0,1404.0,1297.1,4,8.0,0.0,8.0,8.0,7.0,7,7,3,0,1,0,75.0,0.0,1.27,0.0,0.75,0.0,13.75,3.77,77,31,0,2,1.0,0.0
353,6249.0,2083.0,4597.0,697.0,2181.01,3,6.0,0.0,6.0,6.0,6.0,6,6,0,1,1,1,0.0,33.33,2.75,2.56,0.33,0.0,7.67,6.03,100,0,1,3,5.0,0.0
354,10395.0,2598.75,3462.0,1228.0,1048.31,4,9.0,0.0,9.0,9.0,8.0,8,8,1,2,0,1,25.0,6.9,0.0,2.79,0.75,0.0,15.75,4.11,42,155,2,3,1.0,0.0
355,4273.0,4273.0,4273.0,4273.0,0.0,1,2.0,0.0,2.0,2.0,6.0,6,6,1,0,0,0,100.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0,169,0,1,4.0,0.0
356,15496.0,3099.2,4743.0,831.0,1699.77,5,9.0,0.0,9.0,9.0,2.0,2,2,1,4,0,0,20.0,16.0,0.0,0.0,0.2,0.4,11.4,10.69,136,33,4,2,3.0,0.0
357,22992.0,3284.57,4925.0,124.0,1585.14,7,10.0,0.0,10.0,10.0,9.0,9,9,1,1,2,3,14.29,4.7,7.7,8.9,0.29,0.43,16.14,7.76,171,2,1,4,2.0,0.0
358,1898.0,949.0,1786.0,112.0,1183.7,2,10.0,0.0,10.0,10.0,9.0,9,9,0,2,0,0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,111,53,2,1,2.0,0.0
359,4150.0,1383.33,1577.0,1230.0,176.98,3,6.0,0.0,6.0,6.0,3.0,3,3,0,1,1,1,0.0,33.33,2.75,2.56,0.33,0.0,7.33,6.51,34,130,1,3,1.0,0.0
360,24567.0,3509.57,4846.0,1257.0,1203.89,7,9.0,0.0,9.0,9.0,9.0,9,9,1,3,0,3,14.29,14.09,0.0,8.48,0.29,0.14,8.29,6.63,126,21,3,3,2.0,0.0
361,18701.0,2671.57,4808.0,1050.0,1609.96,7,4.0,0.0,4.0,4.0,2.0,2,2,2,2,1,2,28.57,5.62,2.43,4.59,0.29,0.29,14.14,6.52,167,32,2,4,3.0,0.0
362,1884.0,628.0,1235.0,278.0,527.73,3,5.0,0.0,5.0,5.0,3.0,3,3,0,1,2,0,0.0,33.33,5.51,0.0,0.67,0.67,10.0,2.0,147,27,1,2,5.0,0.0
363,25828.0,4304.67,4782.0,3712.0,495.27,6,2.0,0.0,2.0,2.0,6.0,6,6,0,1,1,4,0.0,16.67,4.41,14.77,0.17,0.67,8.17,6.52,164,17,1,3,2.0,0.0
364,9068.0,4534.0,4790.0,4278.0,362.04,2,3.0,0.0,3.0,3.0,4.0,4,4,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.0,18.0,4.24,130,46,1,2,3.0,0.0
365,15414.0,3082.8,4569.0,1226.0,1200.86,5,1.0,0.0,1.0,1.0,8.0,8,8,1,1,2,1,20.0,4.0,6.9,2.79,0.6,0.6,13.8,3.9,59,33,1,4,3.0,0.0
366,14116.0,2823.2,4990.0,243.0,1803.51,5,4.0,0.0,4.0,4.0,1.0,1,1,1,3,0,1,20.0,12.0,0.0,2.7,0.4,0.4,15.2,6.26,139,7,3,3,5.0,0.0
367,10937.0,2734.25,4805.0,954.0,1782.85,4,2.0,0.0,2.0,2.0,6.0,6,6,0,2,2,0,0.0,50.0,3.7,0.0,0.5,0.25,11.75,7.5,151,40,2,2,1.0,0.0
368,18390.0,2627.14,4405.0,595.0,1563.48,7,2.0,0.0,2.0,2.0,2.0,2,2,2,3,1,1,28.57,8.43,2.27,2.16,0.57,0.43,12.0,4.62,170,5,3,4,3.0,0.0
369,12450.0,2490.0,4365.0,159.0,1582.47,5,1.0,0.0,1.0,1.0,6.0,6,6,1,2,1,1,20.0,8.0,3.03,2.78,0.2,0.2,7.8,7.05,150,22,2,4,4.0,0.0
370,15413.0,2201.86,4852.0,242.0,1713.2,7,10.0,0.0,10.0,10.0,1.0,1,1,1,2,3,1,14.29,9.39,9.78,2.47,0.14,0.14,7.71,7.93,183,14,2,4,4.0,0.0
371,9199.0,4599.5,4813.0,4386.0,301.93,2,2.0,0.0,2.0,2.0,2.0,2,2,0,1,0,1,0.0,50.0,0.0,1.92,0.5,0.5,17.5,6.36,5,110,1,2,3.0,0.0
372,26867.0,3358.38,4715.0,1450.0,1001.06,8,4.0,0.0,4.0,4.0,9.0,9,9,3,1,3,1,37.5,2.2,6.29,1.85,0.12,0.38,4.38,4.75,155,43,1,4,2.0,0.0
373,17243.0,3448.6,4980.0,2169.0,1158.56,5,6.0,0.0,6.0,6.0,6.0,6,6,1,3,1,0,20.0,12.0,2.7,0.0,0.2,0.4,7.8,8.67,184,24,3,3,2.0,0.0
374,13883.0,2313.83,4607.0,214.0,1418.36,6,7.0,0.0,7.0,7.0,8.0,8,8,2,1,1,2,33.33,2.54,2.39,4.52,0.67,0.33,11.67,4.68,130,62,1,4,2.0,0.0
375,7727.0,1931.75,3725.0,507.0,1421.15,4,7.0,0.0,7.0,7.0,7.0,7,7,1,1,0,2,25.0,3.45,0.0,6.16,0.75,0.75,13.75,3.3,174,6,1,3,1.0,0.0
376,18271.0,3045.17,4685.0,735.0,1300.87,6,7.0,0.0,7.0,7.0,9.0,9,9,2,1,1,2,33.33,2.54,2.39,4.52,0.17,0.5,10.17,7.99,190,5,1,4,4.0,0.0
377,3600.0,900.0,1464.0,211.0,566.42,4,4.0,0.0,4.0,4.0,9.0,9,9,1,1,0,2,25.0,3.45,0.0,6.16,0.75,0.25,10.5,4.65,137,27,1,3,4.0,0.0
