Customer_ID,Total_Spending,Avg_Transaction_Amount,Transaction_Count,Avg_Satisfaction,Avg_Likelihood_to_Recommend,Pct_Business_Hours,Pct_Weekend_Transactions,Cluster
873,6031.0,1206.2,5,7.0,1.0,0.2,0.0,1
874,10214.0,2042.8,5,7.0,1.0,0.2,0.2,1
875,4382.0,1460.67,3,3.0,4.0,0.67,0.0,1
876,7129.0,1425.8,5,1.0,2.0,0.4,0.2,1
877,6805.0,2268.33,3,4.0,1.0,0.0,0.33,1
878,9143.0,3047.67,3,2.0,8.0,0.67,0.0,3
879,9582.0,2395.5,4,4.0,2.0,0.0,0.0,1
880,10091.0,2522.75,4,8.0,4.0,0.5,0.5,2
881,14062.0,2812.4,5,2.0,3.0,0.8,0.2,3
882,7777.0,2592.33,3,1.0,2.0,0.0,0.33,1
883,11290.0,2822.5,4,3.0,8.0,0.0,0.0,1
884,9331.0,2332.75,4,10.0,3.0,0.75,0.0,3
885,27775.0,2525.0,11,7.0,9.0,0.09,0.18,0
886,25183.0,3147.88,8,6.0,10.0,0.25,0.0,0
887,8096.0,2024.0,4,6.0,5.0,0.75,0.0,3
888,5621.0,1405.25,4,7.0,9.0,0.25,0.0,1
889,5784.0,1928.0,3,8.0,3.0,0.0,0.33,1
890,6373.0,1593.25,4,3.0,5.0,0.25,0.5,1
891,10467.0,3489.0,3,3.0,10.0,0.33,0.33,3
892,7816.0,2605.33,3,10.0,6.0,0.33,0.67,2
893,20728.0,3454.67,6,8.0,9.0,0.33,0.33,0
894,7436.0,2478.67,3,7.0,8.0,0.33,0.0,3
895,11869.0,1483.62,8,10.0,2.0,0.25,0.25,0
896,8024.0,1604.8,5,5.0,2.0,0.4,0.8,2
897,6984.0,1164.0,6,4.0,5.0,0.5,0.33,1
898,19588.0,2448.5,8,6.0,5.0,0.25,0.25,0
899,11928.0,2385.6,5,9.0,5.0,0.6,0.2,3
900,11465.0,2866.25,4,6.0,4.0,0.5,0.75,2
901,3091.0,1545.5,2,8.0,8.0,0.5,0.5,1
902,12958.0,2159.67,6,1.0,5.0,0.5,0.0,3
903,17248.0,2874.67,6,6.0,1.0,0.67,0.33,0
904,20086.0,2510.75,8,2.0,10.0,0.62,0.25,0
905,19396.0,2424.5,8,3.0,5.0,0.12,0.38,0
906,13497.0,2699.4,5,6.0,1.0,0.4,0.2,3
907,3429.0,1714.5,2,2.0,4.0,0.0,0.5,1
908,7049.0,2349.67,3,4.0,1.0,0.0,0.0,1
909,12704.0,2117.33,6,6.0,6.0,0.17,0.17,1
910,14195.0,2839.0,5,5.0,6.0,0.4,0.0,3
911,12646.0,2529.2,5,6.0,1.0,0.0,0.6,2
912,13115.0,2623.0,5,6.0,8.0,0.8,0.0,3
913,11723.0,2930.75,4,8.0,4.0,0.25,0.0,3
914,12993.0,2598.6,5,9.0,2.0,0.0,0.6,2
915,16739.0,2092.38,8,5.0,1.0,0.12,0.38,0
916,18406.0,2045.11,9,6.0,3.0,0.44,0.33,0
917,16007.0,2667.83,6,6.0,7.0,0.0,0.5,2
918,9674.0,2418.5,4,6.0,10.0,0.25,0.0,3
919,9074.0,2268.5,4,2.0,10.0,0.0,0.5,2
920,5981.0,1993.67,3,4.0,8.0,0.33,0.33,1
921,11234.0,2808.5,4,1.0,5.0,0.25,0.0,3
922,286.0,286.0,1,1.0,7.0,0.0,1.0,2
923,21334.0,1939.45,11,1.0,2.0,0.27,0.45,0
924,15589.0,2598.17,6,7.0,4.0,0.33,0.33,0
925,25714.0,3673.43,7,1.0,6.0,0.43,0.14,0
926,17256.0,2465.14,7,6.0,5.0,0.14,0.29,0
927,6448.0,2149.33,3,2.0,6.0,0.0,0.0,1
928,19199.0,2742.71,7,6.0,2.0,0.57,0.14,0
929,1335.0,667.5,2,6.0,7.0,0.0,1.0,2
930,23861.0,2386.1,10,3.0,8.0,0.4,0.2,0
931,11821.0,2364.2,5,8.0,9.0,0.2,0.4,2
932,4120.0,1373.33,3,4.0,6.0,0.33,0.33,1
933,17358.0,2893.0,6,7.0,7.0,0.0,0.5,0
934,13207.0,3301.75,4,4.0,1.0,0.25,0.25,3
935,16155.0,2307.86,7,1.0,9.0,0.29,0.29,0
936,5115.0,2557.5,2,6.0,6.0,0.0,0.0,1
937,8717.0,1743.4,5,5.0,4.0,0.4,0.6,2
938,4276.0,2138.0,2,9.0,10.0,0.5,0.5,2
939,12446.0,2489.2,5,9.0,9.0,0.6,0.2,3
940,20808.0,2312.0,9,8.0,1.0,0.56,0.11,0
941,14194.0,3548.5,4,7.0,2.0,0.5,0.0,3
942,22242.0,3177.43,7,2.0,3.0,0.57,0.29,0
943,12583.0,3145.75,4,8.0,1.0,0.25,0.0,3
944,28010.0,2801.0,10,3.0,2.0,0.2,0.1,0
945,11326.0,2265.2,5,6.0,2.0,0.4,0.4,2
946,8062.0,2015.5,4,10.0,7.0,0.0,0.25,1
947,10655.0,2663.75,4,7.0,10.0,0.75,0.5,3
948,16412.0,2051.5,8,6.0,6.0,0.25,0.12,0
949,10484.0,1747.33,6,5.0,9.0,0.17,0.33,1
951,2091.0,1045.5,2,2.0,9.0,0.5,0.5,1
952,10566.0,1761.0,6,9.0,10.0,0.33,0.0,1
953,13239.0,2647.8,5,7.0,9.0,0.4,0.2,3
954,14857.0,2122.43,7,7.0,2.0,0.57,0.57,0
955,17244.0,2874.0,6,4.0,9.0,0.17,0.33,0
956,3948.0,1316.0,3,5.0,3.0,0.67,0.0,1
957,12351.0,4117.0,3,6.0,3.0,0.0,0.67,2
958,14942.0,2988.4,5,2.0,9.0,0.4,0.2,3
959,30654.0,2786.73,11,4.0,7.0,0.18,0.45,0
960,15819.0,3163.8,5,4.0,8.0,0.2,0.4,2
961,4226.0,1408.67,3,4.0,7.0,0.0,0.33,1
962,12654.0,2109.0,6,7.0,9.0,0.33,0.5,2
963,17066.0,2438.0,7,7.0,8.0,0.57,0.43,0
964,24420.0,2713.33,9,6.0,4.0,0.0,0.33,0
965,4884.0,1628.0,3,7.0,2.0,0.33,0.0,1
966,6787.0,1696.75,4,2.0,5.0,0.25,0.25,1
967,12900.0,2580.0,5,5.0,2.0,0.0,0.0,1
968,6611.0,1322.2,5,10.0,4.0,0.8,0.4,1
969,26852.0,2685.2,10,2.0,2.0,0.3,0.1,0
970,11934.0,2983.5,4,5.0,5.0,0.25,0.0,3
971,4164.0,2082.0,2,6.0,6.0,0.0,0.0,1
972,1065.0,1065.0,1,3.0,1.0,0.0,0.0,1
973,8433.0,2811.0,3,6.0,8.0,0.33,0.33,2
974,6081.0,1520.25,4,5.0,2.0,0.25,0.25,1
975,10555.0,2111.0,5,4.0,5.0,0.2,0.4,2
976,5424.0,1808.0,3,10.0,8.0,0.67,0.0,3
977,19233.0,3846.6,5,9.0,5.0,0.2,0.2,0
978,8047.0,4023.5,2,8.0,3.0,0.5,0.0,3
979,3377.0,1125.67,3,7.0,6.0,0.67,0.33,1
980,11152.0,2230.4,5,1.0,1.0,0.6,0.2,3
981,8718.0,2906.0,3,9.0,1.0,0.0,0.33,1
982,17867.0,2233.38,8,9.0,8.0,0.12,0.62,0
983,12069.0,2413.8,5,6.0,7.0,0.4,0.2,3
984,16146.0,2691.0,6,7.0,10.0,0.33,0.5,2
985,10770.0,2692.5,4,3.0,10.0,0.25,0.0,3
986,15036.0,3007.2,5,5.0,3.0,0.4,0.2,3
987,24000.0,3000.0,8,7.0,8.0,0.38,0.5,0
988,16165.0,2020.62,8,1.0,8.0,0.0,0.25,0
989,13743.0,2748.6,5,1.0,1.0,0.2,0.2,0
990,15603.0,3120.6,5,5.0,10.0,0.4,0.4,2
991,16805.0,3361.0,5,9.0,7.0,0.4,0.2,3
992,17408.0,1934.22,9,7.0,2.0,0.22,0.44,0
993,22024.0,3670.67,6,1.0,2.0,0.33,0.17,0
994,27064.0,2706.4,10,5.0,2.0,0.1,0.2,0
995,16503.0,2357.57,7,8.0,5.0,0.0,0.0,0
996,5773.0,1924.33,3,8.0,7.0,0.33,0.33,1
997,8180.0,2045.0,4,2.0,4.0,0.0,0.25,1
998,14211.0,2842.2,5,7.0,4.0,0.4,0.2,3
999,23962.0,2662.44,9,10.0,9.0,0.22,0.22,0
1000,9652.0,1608.67,6,5.0,10.0,0.17,0.17,1
