Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Median_Transaction,Transaction_Count,Avg_Satisfaction,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Avg_Feedback_Sentiment,Std_Feedback_Sentiment,Pct_Business_Hours,Pct_Weekend_Transactions,Pct_Morning_Transactions,Pct_Evening_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Primary_Income_Group
274,7614.0,1903.5,3495.0,485.0,1407.26,1817.0,4,4.0,0.0,4.0,4.0,5.0,5,5,5.0,0.0,0.25,0.5,0.0,0.5,14.5,8.06,1,0,1,2,Low
275,7098.0,1419.6,3009.0,421.0,1148.07,816.0,5,5.0,0.0,5.0,5.0,8.0,8,8,1.0,0.0,0.2,0.0,0.0,0.4,12.8,8.84,1,3,1,0,Low
276,23797.0,2974.62,4874.0,647.0,1544.44,2904.5,8,10.0,0.0,10.0,10.0,5.0,5,5,3.0,0.0,0.38,0.12,0.5,0.12,9.0,6.37,2,2,4,0,High
277,11538.0,2884.5,4574.0,707.0,1608.53,3128.5,4,1.0,0.0,1.0,1.0,4.0,4,4,3.0,0.0,0.5,0.5,0.25,0.25,11.75,9.54,0,2,2,0,Medium
278,16540.0,2362.86,3943.0,1230.0,1080.98,2720.0,7,7.0,0.0,7.0,7.0,3.0,3,3,3.0,0.0,0.14,0.29,0.14,0.71,16.71,7.76,0,1,2,4,High
279,9164.0,1527.33,3264.0,37.0,1302.61,1338.0,6,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.67,0.33,0.5,0.33,14.17,6.05,1,1,2,2,Medium
280,4335.0,2167.5,3122.0,1213.0,1349.87,2167.5,2,2.0,0.0,2.0,2.0,3.0,3,3,1.0,0.0,0.5,0.0,0.0,0.5,17.5,7.78,0,1,1,0,Low
281,25670.0,3667.14,4652.0,1213.0,1315.21,4294.0,7,8.0,0.0,8.0,8.0,7.0,7,7,2.0,0.0,0.14,0.29,0.43,0.29,10.71,7.39,3,0,3,1,High
282,2539.0,2539.0,2539.0,2539.0,,2539.0,1,9.0,,9.0,9.0,8.0,8,8,4.0,,0.0,0.0,0.0,1.0,23.0,,0,0,0,1,Low
283,16347.0,2724.5,4862.0,300.0,1733.81,3069.0,6,6.0,0.0,6.0,6.0,5.0,5,5,1.0,0.0,0.5,0.0,0.5,0.17,11.33,4.55,0,2,3,1,Medium
284,9103.0,3034.33,4653.0,1111.0,1790.55,3339.0,3,1.0,0.0,1.0,1.0,1.0,1,1,3.0,0.0,0.0,0.0,0.0,1.0,21.67,1.15,0,0,2,1,Medium
285,16980.0,3396.0,4899.0,2075.0,1287.78,3289.0,5,1.0,0.0,1.0,1.0,3.0,3,3,5.0,0.0,0.2,0.0,0.2,0.4,11.6,9.91,2,0,3,0,High
286,14048.0,2006.86,4581.0,302.0,1428.75,1355.0,7,7.0,0.0,7.0,7.0,4.0,4,4,5.0,0.0,0.57,0.29,0.29,0.14,14.14,4.95,3,3,1,0,Medium
287,10442.0,1740.33,3472.0,198.0,1623.14,1648.0,6,8.0,0.0,8.0,8.0,10.0,10,10,5.0,0.0,0.33,0.33,0.17,0.17,11.5,7.56,1,2,2,1,Medium
288,19863.0,2837.57,4770.0,1056.0,1334.35,2512.0,7,3.0,0.0,3.0,3.0,4.0,4,4,1.0,0.0,0.43,0.29,0.29,0.0,9.29,5.77,2,1,3,1,High
289,6770.0,2256.67,3147.0,717.0,1338.82,2906.0,3,9.0,0.0,9.0,9.0,1.0,1,1,3.0,0.0,0.33,0.33,0.33,0.0,7.33,5.51,0,0,2,1,Low
290,24774.0,3096.75,4838.0,315.0,1421.66,3377.5,8,4.0,0.0,4.0,4.0,10.0,10,10,2.0,0.0,0.25,0.38,0.12,0.38,12.5,8.26,2,2,2,2,High
291,3708.0,1854.0,2460.0,1248.0,857.01,1854.0,2,4.0,0.0,4.0,4.0,9.0,9,9,3.0,0.0,0.5,0.0,0.5,0.5,14.0,7.07,0,0,1,1,Low
292,5782.0,1927.33,2854.0,616.0,1167.53,2312.0,3,3.0,0.0,3.0,3.0,10.0,10,10,3.0,0.0,0.67,0.67,0.33,0.0,11.0,4.58,0,1,2,0,Low
293,7968.0,2656.0,4940.0,739.0,2124.41,2289.0,3,8.0,0.0,8.0,8.0,4.0,4,4,2.0,0.0,0.33,0.33,0.33,0.33,14.67,7.02,1,1,0,1,Medium
294,13197.0,1885.29,4944.0,337.0,1654.8,1512.0,7,9.0,0.0,9.0,9.0,2.0,2,2,4.0,0.0,0.14,0.14,0.43,0.43,13.86,6.79,0,1,2,4,Medium
295,19554.0,3259.0,4419.0,1404.0,1061.85,3313.5,6,1.0,0.0,1.0,1.0,9.0,9,9,5.0,0.0,0.17,0.17,0.0,0.5,12.83,9.75,0,1,2,3,High
296,13579.0,2715.8,4828.0,388.0,1888.86,2765.0,5,2.0,0.0,2.0,2.0,4.0,4,4,5.0,0.0,0.0,0.6,0.0,0.2,5.8,9.15,2,1,1,1,Medium
297,22862.0,2857.75,4993.0,255.0,1515.59,3108.5,8,1.0,0.0,1.0,1.0,4.0,4,4,3.0,0.0,0.62,0.5,0.25,0.0,10.5,5.83,2,2,2,2,High
298,13130.0,3282.5,4807.0,1381.0,1450.16,3471.0,4,4.0,0.0,4.0,4.0,6.0,6,6,2.0,0.0,0.75,0.0,0.5,0.0,11.5,4.2,2,1,1,0,Medium
299,8270.0,4135.0,4700.0,3570.0,799.03,4135.0,2,10.0,0.0,10.0,10.0,8.0,8,8,3.0,0.0,0.5,0.5,0.5,0.0,11.0,5.66,0,0,0,2,Medium
300,9116.0,1823.2,3084.0,179.0,1183.83,2358.0,5,7.0,0.0,7.0,7.0,5.0,5,5,1.0,0.0,0.6,0.0,0.2,0.2,12.2,6.98,1,2,2,0,Medium
301,19287.0,3857.4,4801.0,1705.0,1261.04,4112.0,5,7.0,0.0,7.0,7.0,8.0,8,8,2.0,0.0,0.0,0.6,0.4,0.2,7.4,6.07,1,1,2,1,High
302,17662.0,2523.14,4587.0,271.0,1857.21,1969.0,7,6.0,0.0,6.0,6.0,1.0,1,1,3.0,0.0,0.14,0.43,0.29,0.0,7.71,5.19,1,3,1,2,High
303,11487.0,2297.4,4380.0,1342.0,1289.13,1647.0,5,5.0,0.0,5.0,5.0,4.0,4,4,3.0,0.0,0.2,0.6,0.2,0.2,6.2,7.98,1,1,1,2,Medium
304,15731.0,1966.38,4924.0,112.0,1808.1,1416.0,8,4.0,0.0,4.0,4.0,1.0,1,1,3.0,0.0,0.25,0.12,0.25,0.38,11.88,7.2,3,3,1,1,Medium
305,12673.0,3168.25,4343.0,2225.0,884.58,3052.5,4,8.0,0.0,8.0,8.0,3.0,3,3,5.0,0.0,0.75,0.75,0.5,0.0,9.5,5.0,0,1,2,1,Medium
306,8528.0,2842.67,4127.0,815.0,1776.72,3586.0,3,7.0,0.0,7.0,7.0,7.0,7,7,4.0,0.0,0.0,0.0,0.0,0.33,13.33,7.23,1,1,1,0,Medium
307,17716.0,1968.44,4797.0,75.0,1552.49,2114.0,9,10.0,0.0,10.0,10.0,1.0,1,1,4.0,0.0,0.22,0.56,0.11,0.56,15.67,6.26,1,3,4,1,High
308,26462.0,2646.2,4710.0,320.0,1515.17,2748.0,10,1.0,0.0,1.0,1.0,5.0,5,5,1.0,0.0,0.2,0.5,0.3,0.4,11.6,7.52,2,4,3,1,High
309,7750.0,2583.33,3656.0,1197.0,1259.15,2897.0,3,6.0,0.0,6.0,6.0,1.0,1,1,1.0,0.0,0.67,0.0,0.33,0.0,11.0,4.58,1,1,0,1,Low
310,15821.0,1977.62,4466.0,171.0,1841.87,1188.0,8,2.0,0.0,2.0,2.0,6.0,6,6,1.0,0.0,0.38,0.38,0.5,0.0,8.25,5.47,3,2,2,1,Medium
311,5048.0,1682.67,2284.0,888.0,717.8,1876.0,3,4.0,0.0,4.0,4.0,9.0,9,9,2.0,0.0,0.0,0.33,0.33,0.33,9.0,9.85,1,0,2,0,Low
312,20988.0,2998.29,4931.0,535.0,1403.08,3345.0,7,5.0,0.0,5.0,5.0,3.0,3,3,2.0,0.0,0.29,0.29,0.14,0.14,8.86,8.17,2,3,0,2,High
313,8217.0,2054.25,4260.0,725.0,1531.85,1616.0,4,8.0,0.0,8.0,8.0,6.0,6,6,2.0,0.0,0.0,0.25,0.25,0.0,4.75,2.36,1,0,2,1,Medium
314,10005.0,2501.25,4347.0,1133.0,1364.37,2262.5,4,6.0,0.0,6.0,6.0,4.0,4,4,4.0,0.0,0.75,0.5,0.25,0.0,9.5,5.92,0,1,0,3,Medium
315,4825.0,4825.0,4825.0,4825.0,,4825.0,1,2.0,,2.0,2.0,6.0,6,6,2.0,,0.0,0.0,0.0,1.0,21.0,,0,0,1,0,Low
316,17708.0,2951.33,4636.0,1446.0,1181.31,2804.0,6,5.0,0.0,5.0,5.0,2.0,2,2,4.0,0.0,0.33,0.0,0.17,0.33,11.17,8.38,1,1,2,2,High
317,9703.0,2425.75,3741.0,1176.0,1165.5,2393.0,4,5.0,0.0,5.0,5.0,4.0,4,4,3.0,0.0,0.75,0.5,0.25,0.0,10.0,6.68,0,1,1,2,Medium
318,9877.0,3292.33,4918.0,1047.0,2008.52,3912.0,3,6.0,0.0,6.0,6.0,7.0,7,7,5.0,0.0,0.33,0.0,0.33,0.33,14.67,8.5,1,1,0,1,Medium
319,7885.0,2628.33,4681.0,998.0,1877.47,2206.0,3,1.0,0.0,1.0,1.0,6.0,6,6,3.0,0.0,0.33,0.33,0.33,0.67,18.0,6.08,0,2,0,1,Medium
320,19369.0,2421.12,4536.0,710.0,1379.28,2395.5,8,8.0,0.0,8.0,8.0,9.0,9,9,5.0,0.0,0.62,0.12,0.12,0.12,12.5,6.23,1,3,1,3,High
321,16246.0,2707.67,3937.0,1206.0,922.67,2595.0,6,3.0,0.0,3.0,3.0,7.0,7,7,3.0,0.0,0.33,0.5,0.33,0.17,9.33,8.45,3,0,2,1,Medium
322,5742.0,2871.0,3048.0,2694.0,250.32,2871.0,2,5.0,0.0,5.0,5.0,1.0,1,1,3.0,0.0,0.0,1.0,0.0,0.5,11.0,12.73,1,0,1,0,Low
323,2816.0,2816.0,2816.0,2816.0,,2816.0,1,7.0,,7.0,7.0,6.0,6,6,2.0,,0.0,0.0,0.0,0.0,5.0,,0,0,1,0,Low
324,2392.0,1196.0,1434.0,958.0,336.58,1196.0,2,3.0,0.0,3.0,3.0,3.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,1,0,0,Low
325,13376.0,3344.0,4674.0,1951.0,1133.65,3375.5,4,10.0,0.0,10.0,10.0,8.0,8,8,2.0,0.0,0.5,0.25,0.0,0.0,8.5,7.59,1,0,3,0,Medium
326,6981.0,2327.0,4952.0,833.0,2280.55,1196.0,3,6.0,0.0,6.0,6.0,1.0,1,1,1.0,0.0,0.33,0.33,0.33,0.0,9.0,6.56,1,0,1,1,Low
327,3692.0,1846.0,2160.0,1532.0,444.06,1846.0,2,5.0,0.0,5.0,5.0,10.0,10,10,4.0,0.0,1.0,0.5,1.0,0.0,10.0,1.41,0,0,1,1,Low
328,8734.0,1746.8,2935.0,844.0,902.84,1824.0,5,7.0,0.0,7.0,7.0,2.0,2,2,5.0,0.0,0.4,0.6,0.0,0.0,7.2,6.91,0,2,1,2,Medium
329,18744.0,2677.71,4999.0,116.0,1702.71,2374.0,7,10.0,0.0,10.0,10.0,3.0,3,3,4.0,0.0,0.14,0.29,0.29,0.14,10.0,6.73,1,3,1,2,High
330,18841.0,3140.17,4685.0,1698.0,1261.78,3148.0,6,3.0,0.0,3.0,3.0,3.0,3,3,1.0,0.0,0.67,0.17,0.5,0.33,13.83,5.91,2,1,1,2,High
331,13418.0,2236.33,4271.0,280.0,1426.64,2256.5,6,2.0,0.0,2.0,2.0,7.0,7,7,3.0,0.0,0.33,0.0,0.0,0.33,13.0,8.32,3,0,1,2,Medium
332,6710.0,1677.5,2757.0,698.0,935.37,1627.5,4,4.0,0.0,4.0,4.0,8.0,8,8,1.0,0.0,0.5,0.25,0.25,0.0,11.0,6.98,1,1,2,0,Low
333,20410.0,2551.25,4991.0,879.0,1343.06,2273.0,8,3.0,0.0,3.0,3.0,9.0,9,9,2.0,0.0,0.12,0.25,0.25,0.38,12.12,8.46,1,1,3,3,High
334,9452.0,1890.4,3413.0,70.0,1538.7,2460.0,5,4.0,0.0,4.0,4.0,7.0,7,7,4.0,0.0,0.2,0.2,0.0,0.4,14.6,6.58,2,0,0,3,Medium
335,13724.0,2744.8,3985.0,2038.0,730.8,2573.0,5,7.0,0.0,7.0,7.0,8.0,8,8,5.0,0.0,0.4,0.6,0.0,0.2,11.2,8.17,2,1,1,1,Medium
336,9769.0,1395.57,2670.0,327.0,1001.98,775.0,7,5.0,0.0,5.0,5.0,6.0,6,6,3.0,0.0,0.29,0.14,0.14,0.29,11.43,7.55,3,0,1,3,Medium
337,18546.0,3091.0,4983.0,1598.0,1192.83,2794.5,6,4.0,0.0,4.0,4.0,2.0,2,2,3.0,0.0,0.17,0.17,0.17,0.5,15.67,5.2,1,1,1,3,High
338,25222.0,4203.67,4908.0,3124.0,708.09,4456.0,6,6.0,0.0,6.0,6.0,1.0,1,1,1.0,0.0,0.5,0.33,0.33,0.0,9.17,5.78,5,1,0,0,High
339,12374.0,2062.33,3618.0,425.0,1088.15,2282.0,6,7.0,0.0,7.0,7.0,3.0,3,3,4.0,0.0,0.67,0.5,0.67,0.17,11.33,4.55,2,1,1,2,Medium
340,13414.0,2682.8,4498.0,1476.0,1187.81,2311.0,5,5.0,0.0,5.0,5.0,9.0,9,9,3.0,0.0,0.4,0.4,0.0,0.0,9.6,6.73,3,1,0,1,Medium
341,11859.0,2964.75,4976.0,409.0,1900.09,3237.0,4,7.0,0.0,7.0,7.0,7.0,7,7,2.0,0.0,0.5,0.5,0.25,0.25,11.75,6.13,1,0,2,1,Medium
342,24069.0,3008.62,4975.0,780.0,1721.56,3587.5,8,3.0,0.0,3.0,3.0,2.0,2,2,1.0,0.0,0.25,0.0,0.38,0.25,10.62,6.7,1,2,4,1,High
343,10179.0,2035.8,3362.0,1051.0,1012.73,1889.0,5,7.0,0.0,7.0,7.0,1.0,1,1,4.0,0.0,0.2,0.2,0.4,0.2,8.2,7.16,4,1,0,0,Medium
344,3757.0,1252.33,2963.0,139.0,1503.78,655.0,3,3.0,0.0,3.0,3.0,2.0,2,2,2.0,0.0,0.33,0.33,0.0,0.0,6.67,8.33,2,1,0,0,Low
345,14161.0,2360.17,4224.0,369.0,1454.41,1948.0,6,6.0,0.0,6.0,6.0,3.0,3,3,1.0,0.0,0.17,0.0,0.0,0.33,12.83,8.98,3,2,0,1,Medium
346,15121.0,2520.17,4792.0,1210.0,1366.21,2206.5,6,8.0,0.0,8.0,8.0,6.0,6,6,1.0,0.0,0.5,0.5,0.33,0.0,7.33,4.37,2,1,2,1,Medium
347,12411.0,3102.75,4293.0,359.0,1840.53,3879.5,4,6.0,0.0,6.0,6.0,9.0,9,9,5.0,0.0,0.75,0.0,0.0,0.0,11.25,5.56,1,2,0,1,Medium
348,14463.0,2410.5,3922.0,442.0,1656.73,2913.0,6,6.0,0.0,6.0,6.0,8.0,8,8,1.0,0.0,0.33,0.5,0.33,0.0,8.17,3.87,2,1,3,0,Medium
349,11111.0,2222.2,4098.0,425.0,1646.05,2768.0,5,3.0,0.0,3.0,3.0,10.0,10,10,2.0,0.0,0.0,0.2,0.0,0.2,5.8,7.98,2,0,3,0,Medium
350,19741.0,3948.2,4841.0,2426.0,1057.96,4576.0,5,5.0,0.0,5.0,5.0,9.0,9,9,3.0,0.0,0.2,0.2,0.2,0.6,17.4,7.02,0,3,0,2,High
351,29433.0,2675.73,4846.0,47.0,1328.31,2261.0,11,9.0,0.0,9.0,9.0,8.0,8,8,4.0,0.0,0.18,0.55,0.09,0.55,13.64,7.41,4,3,3,1,High
352,13363.0,3340.75,4100.0,1404.0,1297.1,3929.5,4,8.0,0.0,8.0,8.0,7.0,7,7,1.0,0.0,0.75,0.0,0.5,0.25,13.75,3.77,3,0,1,0,Medium
353,6249.0,2083.0,4597.0,697.0,2181.01,955.0,3,6.0,0.0,6.0,6.0,6.0,6,6,5.0,0.0,0.33,0.0,0.33,0.0,7.67,6.03,0,1,1,1,Low
354,10395.0,2598.75,3462.0,1228.0,1048.31,2852.5,4,9.0,0.0,9.0,9.0,8.0,8,8,1.0,0.0,0.75,0.0,0.25,0.25,15.75,4.11,1,2,0,1,Medium
355,4273.0,4273.0,4273.0,4273.0,,4273.0,1,2.0,,2.0,2.0,6.0,6,6,4.0,,1.0,0.0,1.0,0.0,10.0,,1,0,0,0,Low
356,15496.0,3099.2,4743.0,831.0,1699.77,3896.0,5,9.0,0.0,9.0,9.0,2.0,2,2,3.0,0.0,0.2,0.4,0.0,0.4,11.4,10.69,1,4,0,0,Medium
357,22992.0,3284.57,4925.0,124.0,1585.14,3364.0,7,10.0,0.0,10.0,10.0,9.0,9,9,2.0,0.0,0.29,0.43,0.14,0.57,16.14,7.76,1,1,2,3,High
358,1898.0,949.0,1786.0,112.0,1183.7,949.0,2,10.0,0.0,10.0,10.0,9.0,9,9,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,2,0,0,Low
359,4150.0,1383.33,1577.0,1230.0,176.98,1343.0,3,6.0,0.0,6.0,6.0,3.0,3,3,1.0,0.0,0.33,0.0,0.33,0.0,7.33,6.51,0,1,1,1,Low
360,24567.0,3509.57,4846.0,1257.0,1203.89,3740.0,7,9.0,0.0,9.0,9.0,9.0,9,9,2.0,0.0,0.29,0.14,0.43,0.14,8.29,6.63,1,3,0,3,High
361,18701.0,2671.57,4808.0,1050.0,1609.96,1922.0,7,4.0,0.0,4.0,4.0,2.0,2,2,3.0,0.0,0.29,0.29,0.29,0.43,14.14,6.52,2,2,1,2,High
362,1884.0,628.0,1235.0,278.0,527.73,371.0,3,5.0,0.0,5.0,5.0,3.0,3,3,5.0,0.0,0.67,0.67,0.67,0.0,10.0,2.0,0,1,2,0,Low
363,25828.0,4304.67,4782.0,3712.0,495.27,4333.5,6,2.0,0.0,2.0,2.0,6.0,6,6,2.0,0.0,0.17,0.67,0.5,0.17,8.17,6.52,0,1,1,4,High
364,9068.0,4534.0,4790.0,4278.0,362.04,4534.0,2,3.0,0.0,3.0,3.0,4.0,4,4,3.0,0.0,0.5,0.0,0.0,0.5,18.0,4.24,0,1,1,0,Medium
365,15414.0,3082.8,4569.0,1226.0,1200.86,3200.0,5,1.0,0.0,1.0,1.0,8.0,8,8,3.0,0.0,0.6,0.6,0.2,0.2,13.8,3.9,1,1,2,1,Medium
366,14116.0,2823.2,4990.0,243.0,1803.51,2460.0,5,4.0,0.0,4.0,4.0,1.0,1,1,5.0,0.0,0.4,0.4,0.2,0.4,15.2,6.26,1,3,0,1,Medium
367,10937.0,2734.25,4805.0,954.0,1782.85,2589.0,4,2.0,0.0,2.0,2.0,6.0,6,6,1.0,0.0,0.5,0.25,0.25,0.25,11.75,7.5,0,2,2,0,Medium
368,18390.0,2627.14,4405.0,595.0,1563.48,3352.0,7,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.57,0.43,0.43,0.14,12.0,4.62,2,3,1,1,High
369,12450.0,2490.0,4365.0,159.0,1582.47,2779.0,5,1.0,0.0,1.0,1.0,6.0,6,6,4.0,0.0,0.2,0.2,0.4,0.2,7.8,7.05,1,2,1,1,Medium
370,15413.0,2201.86,4852.0,242.0,1713.2,1643.0,7,10.0,0.0,10.0,10.0,1.0,1,1,4.0,0.0,0.14,0.14,0.14,0.14,7.71,7.93,1,2,3,1,Medium
371,9199.0,4599.5,4813.0,4386.0,301.93,4599.5,2,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.5,0.5,0.0,0.5,17.5,6.36,0,1,0,1,Medium
372,26867.0,3358.38,4715.0,1450.0,1001.06,3355.5,8,4.0,0.0,4.0,4.0,9.0,9,9,2.0,0.0,0.12,0.38,0.25,0.0,4.38,4.75,3,1,3,1,High
373,17243.0,3448.6,4980.0,2169.0,1158.56,3477.0,5,6.0,0.0,6.0,6.0,6.0,6,6,2.0,0.0,0.2,0.4,0.2,0.2,7.8,8.67,1,3,1,0,High
374,13883.0,2313.83,4607.0,214.0,1418.36,2382.0,6,7.0,0.0,7.0,7.0,8.0,8,8,2.0,0.0,0.67,0.33,0.33,0.17,11.67,4.68,2,1,1,2,Medium
375,7727.0,1931.75,3725.0,507.0,1421.15,1747.5,4,7.0,0.0,7.0,7.0,7.0,7,7,1.0,0.0,0.75,0.75,0.25,0.25,13.75,3.3,1,1,0,2,Low
376,18271.0,3045.17,4685.0,735.0,1300.87,3119.0,6,7.0,0.0,7.0,7.0,9.0,9,9,4.0,0.0,0.17,0.5,0.5,0.17,10.17,7.99,2,1,1,2,High
377,3600.0,900.0,1464.0,211.0,566.42,962.5,4,4.0,0.0,4.0,4.0,9.0,9,9,4.0,0.0,0.75,0.25,0.25,0.0,10.5,4.65,1,1,0,2,Low
378,15605.0,1733.89,4919.0,51.0,1515.09,1568.0,9,5.0,0.0,5.0,5.0,4.0,4,4,3.0,0.0,0.11,0.22,0.44,0.11,7.67,5.34,2,2,3,2,Medium
379,14620.0,2436.67,4792.0,550.0,1952.08,2091.5,6,3.0,0.0,3.0,3.0,7.0,7,7,4.0,0.0,0.5,0.0,0.5,0.17,10.17,4.79,1,1,3,1,Medium
380,15311.0,3062.2,4948.0,1555.0,1448.15,2835.0,5,1.0,0.0,1.0,1.0,5.0,5,5,4.0,0.0,0.6,0.2,0.2,0.0,10.2,6.94,1,0,1,3,Medium
381,3078.0,1026.0,2842.0,69.0,1573.47,167.0,3,6.0,0.0,6.0,6.0,7.0,7,7,2.0,0.0,0.33,0.0,0.33,0.0,10.0,7.0,0,2,1,0,Low
382,21058.0,3509.67,4516.0,1638.0,1016.59,3605.0,6,10.0,0.0,10.0,10.0,4.0,4,4,1.0,0.0,0.33,0.33,0.17,0.17,9.5,7.94,2,3,0,1,High
383,11248.0,2249.6,4988.0,394.0,1957.67,1151.0,5,7.0,0.0,7.0,7.0,10.0,10,10,1.0,0.0,0.2,0.8,0.2,0.4,13.2,9.28,0,1,1,3,Medium
385,14357.0,3589.25,4993.0,1858.0,1440.21,3753.0,4,10.0,0.0,10.0,10.0,4.0,4,4,2.0,0.0,0.25,0.25,0.25,0.0,3.75,4.79,0,1,0,3,Medium
386,22013.0,4402.6,4910.0,3665.0,523.66,4535.0,5,4.0,0.0,4.0,4.0,10.0,10,10,1.0,0.0,0.6,0.2,0.4,0.4,15.4,5.94,1,0,2,2,High
387,5697.0,1424.25,3958.0,187.0,1753.08,776.0,4,5.0,0.0,5.0,5.0,3.0,3,3,3.0,0.0,0.0,0.0,0.0,1.0,20.75,0.96,1,2,0,1,Low
388,7296.0,2432.0,3432.0,795.0,1429.25,3069.0,3,5.0,0.0,5.0,5.0,9.0,9,9,5.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1,1,0,1,Low
389,17320.0,2474.29,4234.0,194.0,1402.08,2460.0,7,7.0,0.0,7.0,7.0,5.0,5,5,4.0,0.0,0.14,0.14,0.71,0.14,9.14,4.81,1,3,1,2,High
390,9314.0,2328.5,4339.0,1134.0,1400.75,1920.5,4,9.0,0.0,9.0,9.0,4.0,4,4,3.0,0.0,0.25,0.25,0.25,0.5,13.0,9.35,1,1,0,2,Medium
391,5000.0,2500.0,3600.0,1400.0,1555.63,2500.0,2,8.0,0.0,8.0,8.0,8.0,8,8,3.0,0.0,0.5,0.5,1.0,0.0,8.5,2.12,1,0,0,1,Low
392,7497.0,3748.5,4879.0,2618.0,1598.77,3748.5,2,7.0,0.0,7.0,7.0,5.0,5,5,5.0,0.0,0.5,0.5,0.5,0.0,10.0,2.83,0,1,0,1,Low
393,22365.0,3195.0,4968.0,1535.0,1192.56,3127.0,7,1.0,0.0,1.0,1.0,3.0,3,3,5.0,0.0,0.14,0.57,0.43,0.14,7.29,6.26,3,3,0,1,High
394,9007.0,2251.75,3608.0,524.0,1519.61,2437.5,4,10.0,0.0,10.0,10.0,2.0,2,2,1.0,0.0,0.5,0.0,0.75,0.0,10.0,3.56,2,1,1,0,Medium
395,6365.0,1591.25,3193.0,53.0,1680.7,1559.5,4,6.0,0.0,6.0,6.0,8.0,8,8,2.0,0.0,0.0,0.5,0.0,0.75,15.25,10.24,1,0,2,1,Low
396,18779.0,3755.8,7315.0,2425.0,2040.67,3061.0,5,10.0,0.0,10.0,10.0,2.0,2,2,2.0,0.0,0.4,0.4,0.2,0.2,12.8,6.06,1,1,2,1,High
397,5862.0,1954.0,2791.0,1034.0,881.44,2037.0,3,9.0,0.0,9.0,9.0,8.0,8,8,5.0,0.0,0.33,1.0,0.0,0.33,17.67,3.06,0,1,1,1,Low
398,12016.0,3004.0,4073.0,2067.0,862.74,2938.0,4,7.0,0.0,7.0,7.0,5.0,5,5,2.0,0.0,0.25,0.25,0.0,0.25,9.25,9.18,0,1,1,2,Medium
399,10507.0,2101.4,2587.0,1549.0,445.34,2157.0,5,1.0,0.0,1.0,1.0,8.0,8,8,5.0,0.0,0.4,0.2,0.0,0.2,13.4,5.41,3,0,1,1,Medium
400,17925.0,3585.0,4477.0,1507.0,1189.68,4023.0,5,9.0,0.0,9.0,9.0,5.0,5,5,3.0,0.0,0.4,0.0,0.2,0.4,16.4,4.56,0,2,1,2,High
401,8722.0,2907.33,4833.0,1167.0,1840.01,2722.0,3,3.0,0.0,3.0,3.0,1.0,1,1,3.0,0.0,0.33,0.67,0.0,0.33,12.67,11.37,1,1,1,0,Medium
402,14498.0,2899.6,4621.0,10.0,1913.08,3456.0,5,9.0,0.0,9.0,9.0,2.0,2,2,1.0,0.0,0.2,0.8,0.4,0.4,12.2,7.6,2,1,2,0,Medium
403,9454.0,3151.33,4724.0,847.0,2039.43,3883.0,3,4.0,0.0,4.0,4.0,6.0,6,6,4.0,0.0,0.67,0.0,0.67,0.0,11.67,4.62,0,2,0,1,Medium
404,1607.0,803.5,1254.0,353.0,637.1,803.5,2,9.0,0.0,9.0,9.0,3.0,3,3,5.0,0.0,0.5,0.5,0.5,0.0,4.5,6.36,1,1,0,0,Low
405,15411.0,2201.57,4654.0,112.0,1826.05,2195.0,7,8.0,0.0,8.0,8.0,8.0,8,8,2.0,0.0,0.57,0.14,0.57,0.0,9.0,4.62,0,0,3,4,Medium
406,7306.0,1826.5,3804.0,525.0,1491.24,1488.5,4,7.0,0.0,7.0,7.0,5.0,5,5,5.0,0.0,0.0,0.75,0.0,0.5,11.0,11.58,0,2,2,0,Low
407,9619.0,1923.8,4860.0,246.0,1916.85,985.0,5,4.0,0.0,4.0,4.0,3.0,3,3,3.0,0.0,0.2,0.4,0.4,0.2,7.6,6.88,2,0,2,1,Medium
408,10491.0,3497.0,4497.0,2700.0,915.54,3294.0,3,9.0,0.0,9.0,9.0,10.0,10,10,1.0,0.0,0.33,0.33,0.67,0.33,13.33,6.81,0,1,1,1,Medium
409,9757.0,1951.4,3249.0,412.0,1230.71,2243.0,5,4.0,0.0,4.0,4.0,7.0,7,7,3.0,0.0,0.4,0.2,0.4,0.2,13.2,6.34,1,0,2,2,Medium
410,21226.0,3537.67,4328.0,2559.0,708.39,3774.0,6,1.0,0.0,1.0,1.0,8.0,8,8,2.0,0.0,0.5,0.17,0.17,0.33,14.67,4.76,3,1,1,1,High
411,6534.0,3267.0,4074.0,2460.0,1141.27,3267.0,2,6.0,0.0,6.0,6.0,4.0,4,4,2.0,0.0,0.0,0.0,0.0,0.5,18.5,2.12,1,0,0,1,Low
